nummer,datum,inhoud,folio nr,register nr,vervolg nr,bron,bijzonderheden,,
9001402,1487-06,"Geyman Thaemsz aan Aernt Claesz de Wilde een huis en erf op t Cleyne Heylige lant, an d'een zyde: Aef Gysbrechtsdochter, an d'ander: Vrederic Hoen, afterwaerts streckende an Pouwels Jansz maetselaer      ",88v,1486-1489,LXXXI,G.A. Haarlem Transportregister Inv F 350,,,
9001403,1487-07,Jan Reijersz sal van nu voortaen duechdelick betalen de 20 sc en 16 s Holl payments die Wouter van Rollant tot anderen tyden mit scepenbrieve op t erve in t Rosenprieel gewonnen heeft na vuytwysen t vonnis van scepenen daer deze doorsteken is   ,89,1486-1489,LXXXI,G.A. Haarlem Transportregister Inv F 350,,,
9001404,1487-07,"Wouter van Rollant verkoopt Jan Wolbrantsz alzulk rechtvordering en brieven, als hij sprekende heeft op Reyntgen die lyndrayer ende Jan Reijersz als zijn erfname    ",89,1486-1489,LXXXI,G.A. Haarlem Transportregister Inv F 350,,,
9001405,1487-07,"Jacob Henricsz aan Jan Jansz Hollaer een huis en erf in Sparenwouder straat, an d'een zide: Claes van de Kerck, an d'ander: Jan Jansz voirs. camer     ",89,1486-1489,LXXXI,G.A. Haarlem Transportregister Inv F 350,,,
9001406,1487-07-06,Zybrant Claesz is sculdig Pieter Jansz 17½ R gld. Onderpand: ever. Testes: Coman Pieter Zasse en Aernt Symonsz. Verleden 6 Juli 1487     ,89,1486-1489,LXXXI,G.A. Haarlem Transportregister Inv F 350,,,
9001407,1487-07,"Gerijt Luytgensz gift zijn zuster Yef Luytgensdochter de bruyckwaer van 4 gouden Pieters sjaers ende ¼, staende op boemgaerden buyten der stede van Oudewater in de heerlicheyt van Montfoort, ende 3 R gld sjaars pacht op Willemen goet in Nuwerkerckerban, al na uytwysen zekere brieven die de voirs Geryt daerof heeft   ",89v,1486-1489,LXXXI,G.A. Haarlem Transportregister Inv F 350,,,
9001408,1487-07,"Gillis Rembrantsz verkoopt Geryt Philipsz een schuer en erve en mitten cuypen daer in en op staende an dat Noorteynde van de Voldersgraft in een stege die gaet na der stede vest, an d'een zide: Bertolmeus Bertelmeusz, an d'ander: Pieter Claesz die velwasscher, afterwaerts streckende an Aernt Jacobsz    ",89v,1486-1489,LXXXI,G.A. Haarlem Transportregister Inv F 350,,,
9001409,1487-07,"Lourys Dircsz verkoopt Dirc Jordensz een tuyninge met de voorhelft van een huysinge mitten geboemte, gelegen buyten St Janspoort after Berthelmeusz, an d'een zide: Jan Pietersz erfname, an d'ander: die laen die daer onder gaet, streckende voor van de voors. Jan Pietersz erfname after an Berthelmeus Jansz voirs          ",89v,1486-1489,LXXXI,G.A. Haarlem Transportregister Inv F 350,,,
9001410,1487-07,"Katryn Jansdochter met Jan Verboutsz als voogd, verkopen Griete Allartsdochter een huis en erf in de Puezelaersstege, an d'een zide: Willem Baertsz, an d'ander zide: Willem Mertsz, after streckende an Willem voirs   ",89v,1486-1489,"LXXXI, LXXXII",G.A. Haarlem Transportregister Inv F 350,,,
9001411,1487-07,"Alyt Jan van Hogendorps weduwe met haar neef en voogd Aernt Jansz Kenninx, verkoopt aan Claes Jansz van Hogendorp, mr Florijs van Hogendorp, priester, Aecht Jansdochter van Hogendorp en Jan Scatter, t huys mitten erve, dat zij nu ter tijt bewoent, leggende op ten Burchwal, an d'een zide: Rem Meurs, an d'ander: Lysbet Arys Govertsz weduwe, afterwerts streckende an mr Cornelis de berbier. Met alle inboel, huysraet, tzij zilverwerck, faielment, clederen, cleynoden, juwelen en voirt al tgeen dat hoir binnen haer leven anbestorven mach, mitsgaders dat zy meer leggende of roerende mach hebben, niet uytgesondert dan alleen ½ sate lants gelegen in Texel, die zij dese tyt noch behout. De kinderen zullen haert daarvoor jaarlijks geven 32 R gld                        ",90,1486-1489,LXXXII,G.A. Haarlem Transportregister Inv F 350,,,
9001412,1487-07,"Dirck Gerijtsz als man en voogd van Duijf Martynsdochter en Pieter Claes Oem als voogd van Adriaen Jansdochter en Dieuwer Jansdochter, de voirs Duyven kinderen, verkopen aan Pieter Jansz Raet ⅓ van een zate lants genoemt Diert Janszzaet, gelegen in de ban van der Nyeuwerkerck, zuid: de H. Geest te Haerlem, noord: Margriet Jacob Jansz weduwe, streckende van de Spaerne tot over de Woudtwech after an de Zwetten. Al vrij. Wairborge: Thaems Martynsz. Scepenen: oude Jacob Tatincxz en Henric Pietersz. Dirc Jan Henricsz, scout van Rieck en der Nyeuwerkerck              ",90,1486-1489,LXXXII,G.A. Haarlem Transportregister Inv F 350,,,
9001413,1487-07,"de broers Pieter Thaemsz en Lourys Thaemsz verkopen Machtelt Pieter Pietersz weduwe ½ van een stucke lants, daer Machtelt de wederhelft of toebehoert, geheten ""de ven ende dijc"", gelegen in de ban van Vuytgeest after Duergeest, noord: die bueren van Doirgeest mit hoer werven, west: Symon Pietersz, zuid en oost: Doergeestermeer         ",90v,1486-1489,LXXXII,G.A. Haarlem Transportregister Inv F 350,,,
9001414,1487-07,"mr Jan Vlaming, priester met Jan Stevensz als voogd, gift Jan van der Bouchorst als voogd van zijn vrouw Aef Jansdochter een boomgaert mitter huijse en geboomte, buyten St Janspoort, an d'een side: Ymme Brouwers, Lysbet Berten en Lourys Taemsz tesamen, an d'ander side: Bertolmeus Camerouwer in de Backoven, streckende after an Dirc Jansz      ",90v,1486-1489,LXXXII,G.A. Haarlem Transportregister Inv F 350,,,
9001415,1487-07,"Dirc Jansz de decker is schuldig Andries Nammez 80 R gld. Onderpand: t huis en erve mitten boomgaert daeran liggende op de Voldersgraft, die hij gecoft heeft tegen Jan Claes Wiggersz          ",90v,1486-1489,"LXXXII, LXXXIII",G.A. Haarlem Transportregister Inv F 350,,,
9001416,1487-07,Sijmon Dircsz is sculdig Zijbrant Symonsz 60 R gld  ,90v,1486-1489,LXXXIII,G.A. Haarlem Transportregister Inv F 350,,,
9001417,1487-07,"Jacob Wolbrantsz is schuldig Aernt Hermansz als voogd van Jan Henricsz kinderen, geheten Kathryn, Belye en Griete, daer moeder of was Kerstine Jansdochter   ",90v,1486-1489,LXXXIII,G.A. Haarlem Transportregister Inv F 350,,,
9001418,1487-07,"Pouwels Gerytz van Heemskerck in de naam van zijn wijf Zasburch Dircsdochter voor hemzelf en voor Pieter Dircsz, der voirs Sasburchs broeder, lyt dat zyn wijfs moeder Reynou Dirc de Volders hem voldaan en betaald heeft de erfenis van wijlen Dirc geheten Vriestge de Volder, des voirs Zasburchs vader, desen is hier niet inbegrepen t huis mitten erve gelegen in de Seuyerstraet, daer de voors Dirc in gestorven is          ",90v,1486-1489,LXXXIII,G.A. Haarlem Transportregister Inv F 350,,,
9001419,1487-07,"Gysbert Willemsz geeft zyn zoon Henric een huis en erf in de Jacopynenstege, afterwaerts streckende an de cellebroeders, an d'een side: Lysbeth Rembrantsz, an d'ander: Claes Baers. Henric lyt sculdig te wesen Maritgen Gysbrechtsdochter zolang zij leeft 5 R gld. Henric lyt sculdig te wesen Maritgen Gysbrechtsdochter zolang zij leeft 5 R gld ",91,1486-1489,LXXXIII,G.A. Haarlem Transportregister Inv F 350,,,
9001420,1487-07,"Egbert Jansz lijt sculdig te wesen Jan Scout Aertsz, van Amsterdam, 9 R gld. Frans Stickel is sculdig Geryt Gael 15 R gld",91,1486-1489,LXXXIII,G.A. Haarlem Transportregister Inv F 350,,,
9001421,1487-07,"Dirc Jacobsz van der Wyck opt Zee in de name van zyn vrouw Aechte Martynsdochter voor ¼ deel, heer Jan Pietersz, priester, met mr Pieter Ballinckx hant zyns zoons en voogd ook voor ¼ deel, Leen Eggendochter in de naam van haar moeder Geertruid Eggen weduwe met Jan Danielsz als voogd, voor ¼ deel, Dirck Luytgens en mr Symon Luytgensz, priester, met de voors Dirck's zyns broeders hant als voogd. Pieter Luytgensz, Sijmon Dircsz in de name van zyn vrouw Baeff Luytgensdochter en Aelbrecht Jansz in de name van zijn wijf Katrijn, voor ¼ deel, verkopen aan Ysbrant Jansz een huis en erf in de Voorcamp te Haerlem, an d'een zijde: Lysbeth Jewerts, an d'ander: Duyve Garbrantsdochter, after streckende an Lysbeth voirs.                               ",91,1486-1489,LXXXIII,G.A. Haarlem Transportregister Inv F 350,,,
9001422,1487-07-23,Claes Ysbrantsz is schuldig Nan Symonsz 100 R gld. Onderpand: het Rynscip dat hij jegens hem gecoft heeft. Testes: Martyn Symonsz ende Martyn Claesz. Verleden 23 Juli 1487   ,91v,1486-1489,LXXXIII,G.A. Haarlem Transportregister Inv F 350,,,
9001423,1487-07,"Lourys Jans van der Meer aan Jan Verbouts twee delen van 7 delen in de Grote Geer met zyn toebehoren, in de ban van Heemstede, daerof de 5 delen van 7 delen  toebehoren Baerte Pieter Dircsz weduwe, zuid: Dirc Gysbrechtsz, west: Dirck Symensz, noord: die Buttercampen, oost: de Ver Lysen made. Jan Verboutsz verkoopt dit weder Jacob Jan Comansz              ",91v,1486-1489,"LXXXIII, LXXXIV",G.A. Haarlem Transportregister Inv F 350,,,
9001424,1487-07,"Jan Symonsz aan Dirc Jansz Moyekint een huis en erf op Crayenhorstergraft, an d'een zide: Jacob Dammasz, an d'ander: Dirc Jansz, after streckende an Lysbet Florys van Rijswijcx weduwe      ",91v,1486-1489,LXXXIV,G.A. Haarlem Transportregister Inv F 350,,,
9001425,1487-07,"Brecht Symonsdochter met haar neef Dammas Willemsz als voogd, lijt dat Willem Govertsz de brouwer jegens haar afgelost heeft 9 sc 3 d sjaars, die zij staende had op Willems huys en erve op t Cleyn Heilig lant ende Philips Jansz nu tegen hem gecoft heeft          ",91v,1486-1489,LXXXIV,G.A. Haarlem Transportregister Inv F 350,,,
9001426,1487-07,doorgehaald: Willem Dircsz vercoopt Gheryt Willemsz een sate lants mitter huysinge ende geboemte dair [verder niets]         ,92,1486-1489,LXXXIV,G.A. Haarlem Transportregister Inv F 350,,,
9001427,1487-07,Claes Voegez is sculdig Willem Dircsz 68½ R gld  ,92,1486-1489,LXXXIV,G.A. Haarlem Transportregister Inv F 350,,,
9001428,1487-07,"heer Pieter Jansz, priester en religioser van de orde van Premonstrateyt met Gerrit de Visscher als voogd, verkoopt zyn oom Jacob Valkez ½ van een stucke lants gelegen in de ban van der Nyeuwerkerck in Scalcwyk, geheten Jan Schout Jansz zaet, daer d'ander helft of toebehoort de voors. Jacob, noord: Jan Willemsz, zuid: Gysbrecht Taticsz, streckende voor van de Spaerne an de Woudtwech. Schepenen: Jacob Taticxz en Henric Pietersz              ",92,1486-1489,LXXXIV,G.A. Haarlem Transportregister Inv F 350,,,
9001429,1487-07,"Dyewer Claes Wyntgens weduwe met Geryt van Noortich als voogd is schuldig Jan van der Bouckost (!) als voogd van Jan Gerytsz Hollen drie kinderen, de somma van 12 R gld      ",92,1486-1489,LXXXIV,G.A. Haarlem Transportregister Inv F 350,,,
9001430,1487-07,Huyge Heinricsz van Delf verkoopt Claes Aerntsz al zyn goed roerend en onroerend binnen Haerlem of daer buiten    ,92,1486-1489,LXXXIV,G.A. Haarlem Transportregister Inv F 350,,,
9001431,1487-07-27,Cornelis oude Heyn uyt den Briele is sculdig Henric Gerytsz 115 ½ R gld. Testes: Baert Jacobsz snyder en Florys Jansz stillegancmaker. Verleden 27 Juli 1487  ,92,1486-1489,LXXXIV,G.A. Haarlem Transportregister Inv F 350,,,
9001432,1487-07,"Symon Dirck Varninck is sculdich mr Jacob Boudynsz, doctoir, 27 R gld    ",92v,1486-1489,LXXXIV,G.A. Haarlem Transportregister Inv F 350,,,
9001433,1487-07,"heer Pieter Jansz, priester en religioser van de orde van Premonstrateyt, met Geryt de Visscher als voogd, verkoopt aan zyn oom Jacob Valkez ⅙ deel van stuck lants, groot wesende 5 maden, gelegen in de ban van Tetrode, noord: coman Willem Pietersz en t convent van St Lysbet, zuid: die Zylwech, oost: Coman Dirc Gerytsz, west: t convent van St Lysbet         ",92v,1486-1489,"LXXXIV, LXXXV",G.A. Haarlem Transportregister Inv F 350,,,
9001434,1487-07,"Dirc Claesz Wildeman is sculdich Zweer Block, tolnaer te Sparendam, 34½ R gld    ",92v,1486-1489,LXXXV,G.A. Haarlem Transportregister Inv F 350,,,
9001435,1487-07,"Frans Henricsz de tegeldecker aan Claes Roemersz een huis en erf in St Cornelisstege, an d'een side: Lysbeth Jan die Witten weduwe, an d'ander side: Jacob die hoefslager, afterwerts streckende an Lysbet voirs    ",92v,1486-1489,LXXXV,G.A. Haarlem Transportregister Inv F 350,,,
9001436,1487-07,"Jan van Scagen verkoopt Dirc Jansz decker een huis en erf op te Voldersgraft, an d'een zide: Claes Wiggersz, an d'ander zide: Dirc Jansz decker, after streckende an Dirck Jansz        ",92v,1486-1489,LXXXV,G.A. Haarlem Transportregister Inv F 350,,,
9001437,1487-08,"Allart Jansz aan Guerte Jacob Croecken weduwe een huis en erf in de Grote Houtstraet, afterwerts streckende an Frans Henricsz de tegeldecker, an d'een zide: Florys Philipsz de ballemaker, an d'ander zide: Katryn Willem Claesz weduwe            ",93,1486-1489,LXXXV,G.A. Haarlem Transportregister Inv F 350,,,
9001438,1487-08,"Allart Jansz voirs verkoopt nog aan Guerte Jacob Croecken weduwe voirs 6 sc 8d Holl sjaars op Frans Henricsz de tegeldeckers huis en erf in St Cornelisstege, an d'een side: Baef de vogelcoepster, an d'ander side: Florys de ballemaker. En nog 6 sc 8d Holl sjaers op Baef de vogelcoepster en Dien Gherytszoons twee cameren, staende an malcanderen in deselve stege, an d'een side: Frans Henricsz voirs, an d'ander: Lysbeth Jan de Witten weduwe, afterwerts streckende an Lysbet voirs                                  ",93,1486-1489,LXXXV,G.A. Haarlem Transportregister Inv F 350,,,
9001439,1487-08,"Jan Zivertsz an coman Symon Willemsz een bogaert mitter loedze en geboemte buyten St Janspoort, an d'een zide: Adriaen Jansz, an d'ander: coman Jan van Sparenwoude, afterwaerts streckende an Wouter van Bekesteyn       ",93,1486-1489,LXXXV,G.A. Haarlem Transportregister Inv F 350,,,
9001440,1487-08,"Claes Velmansz aan Martyn Claesz een huis en erf in de Molenstege, an d'een zide: Geertruid Pieter Dircx, an d'ander zide: Ade Cats, after streckende an Jacob Heyn Bannincx         ",93,1486-1489,LXXXV,G.A. Haarlem Transportregister Inv F 350,,,
9001441,1487-08-02,"Claes Gerytsz an d'een zide, Anthonis Claesz an d'ander zide, lijen zoe als zij beijde brieven spreeckende hebben op ten molen mitten huys toebehoren ende voirt op de goederen van Henric Henrcsz de molenaer buyten de Cruyspoort. Beducht dat er oudere custingbrieven kunnen zyn, spreken zy af bij eventuele executie éën lijn te trekken en hun aanspraken op de opbrengst te verdelen, eventueel met Geryt de Visscher en Claes Suijker als arbiters. Verleden 2e Augusto       ",93v,1486-1489,"LXXXV, LXXXVI",G.A. Haarlem Transportregister Inv F 350,,,
9001442,1487-08,"Jan Willemsz coman en Huijge Govertsz verkopen Philips Jacobsz een huis en erf in de Gasthuysstraet. After streckende an Dirc Claesz, an d'een zide: de Seuyerstraat, an d'ander zide: Huyge Jansz            ",93v,1486-1489,LXXXVI,G.A. Haarlem Transportregister Inv F 350,,,
9001443,1487-08-04,Geryt Jansz van Monickendam is sculdig Dirc Jan Scoutsz 26 £ gr Vls. Onderpand: t Rynscip. Testes: Claes Willemsz en Dirc Claesz. Verleden 4 Aug. 1487,93v,1486-1489,LXXXVI,G.A. Haarlem Transportregister Inv F 350,,,
9001444,1487-08,"Dirc Jansz verkoopt Jacob Dammasz een huis en erf op Crayenhorstergraft, an d'een zide: Dirc Jansz, an d'ander: Dirc Heynez, after streckende an Lysbeth sceepbrekers  ",94,1486-1489,LXXXVI,G.A. Haarlem Transportregister Inv F 350,,,
9001445,1487-08-07,"Pieter Huygez verkoopt Alyt Meeus een huis en erf opten Burchwal, an d'een zide: Guert Dirc Jansz weduwe, an d'ander: Jan Allardsz, afterwaerts streckende an Pieter Dircsz erve. Voocht Claes Kibbe. Tuygen: Duef Claesz en Pieter Pietersz snyder. Verleden 7 Aug.             ",94,1486-1489,LXXXVI    ,G.A. Haarlem Transportregister Inv F 350,,,
9001446,1487-08-07,Jan Pietersz van Purmereynde is schuldig Jan Moensz 44 R gld. Testes: Thaems Claesz en Gerijt Vredericx Casteleyn. Verleden voor Huyge Milde Royinxz die t bezegelen zal; 7 Aug. 1487,94,1486-1489,LXXXVI,G.A. Haarlem Transportregister Inv F 350,,,
9001447,1487-08,Martyn Willemsz is schuldig Jan Dircsz 9 R gld ,94,1486-1489,LXXXVI,G.A. Haarlem Transportregister Inv F 350,,,
9001448,1487-08,"Duef Claesz aan Alyt  Meeus ½ van een huis en erf in Sparenwouderstraet, an d'een zide: Jacob Jansz, an d'ander: Cornelis Vredericsz, afterwaerts streckende an Spaerne     ",94,1486-1489,LXXXVI,G.A. Haarlem Transportregister Inv F 350,,,
9001449,1487-08,"Geryt Willemsz is sculdig Claes Pieter Voegez ⅔ deel, en Geryt Bertolmeusz voor ⅓ deel, de somma van 83½ R gld. Onderpand: een sate lants in de ban van Hillegom, die de voirs. Geryt jegens Willem Dircsz, oic van Hillegom gecoft heeft, alzoe dese gelden de coep ende custinge van deselve sate lants roeren. Bueren en tuygen in de banne voirs: Jan Buls en Dirck Pietersz. De schout van Hillegom: Henric Ysbrantsz             ",94v,1486-1489,LXXXVI,G.A. Haarlem Transportregister Inv F 350,,,
9001450,1487-08-08,"Symon Jansz, poorter van Haerlem, is schuldig Dammas Claesz ende Claes Willemsz tesamen, 41 R gld. Onderpand: t Rynscip. Testes: Jacob Ysbrantsz en Willem Bolle. Verleden 8 Augusto          ",94v,1486-1489,LXXXVI,G.A. Haarlem Transportregister Inv F 350,,,
9001451,1487-08,"Margriet Symon Langendochter, coman Garbrants weduwe met haar zoon Adriaen Garbrantsz als voogd, voor haers vaders erve, een huys en erve in de Grote Houtstraet op den houck van de Pueselaersstege, an d'een side: die Pueselaersstege, an d'ander: Claes Jansz. Afterwerts streckende an mr Claes de Vriese. Adriaen voirs en Maritgen mit desselven Adriaens hant haer broeders als voogd, scheldt quijt haar moeder Margriet van coman Garbrant Vredericsz, haers vaders erve, tzij lant ende voirt alle goeden           ",94v,1486-1489,"LXXXVI, LXXXVII",G.A. Haarlem Transportregister Inv F 350,,,
9001452,1487-08-08,Jacob Claesz van Delf schuldig aan Jacob Ysbrantsz 45 £ gr Vls. Onderpand: t Rynscip. Testes: Dammas Claesz en Claes Willemsz. Verleden 8 Augusto,95,1486-1489,LXXXVII,G.A. Haarlem Transportregister Inv F 350,,,
9001453,1487-08-09,"Lou Louwenz, poorter dezer stede, is schuldig Garbrant Pietersz van Amsterdam 3 R gld van een ever. Testes: Jacob Dircsz van Ilpendam en Pieter Willemsz backer, poorters. Verleden 9 Augusto",95,1486-1489,LXXXVII,G.A. Haarlem Transportregister Inv F 350,,,
9001454,1487-08,Claes Claesz is sculdich Harck Pietersz 100 R gld  ,95,1486-1489,LXXXVII,G.A. Haarlem Transportregister Inv F 350,,,
9001455,1487-08,"Jan Pietersz aan Aernt Jansz ¼ deel van de molen, -huijs ende -werf, gelegen buyten de Zylpoort geheten de Voerste molen, zuid: die Heerwech, oost: capelrygoet, west en noord: Jan van Foreest. Jan Pietersz verkoopt aan Willem Aerntsz ¼ deel in deze zelfde molen     ",95,1486-1489,LXXXVII,G.A. Haarlem Transportregister Inv F 350,,,
9001456,1487-08,"Garbrant Jan aan Zasse Jacobsz ½ van een huis en erf waarvan de andere helft reeds aan Zasse toebehoort, op de hoeck van de Jacopynenstege, an d'een zide: Pieter Jansz de Verwer, an d'ander zide: die [oude] graft, afterwerts streckende an Pieter voirs. Des heeft Katryn Backers die bruyckwaer an zolang zij leeft     ",95v,1486-1489,LXXXVII,G.A. Haarlem Transportregister Inv F 350,,,
9001457,1487-08,"Dirc Willemsz, timmerman, aan Willem Gysbrechtsz een huis en erf op ten Burchwal, afterwaerts streckende an Mouryn de smit, an d'een zide: de Jacoppynen huys, an d'ander: Aem Meusz   ",95v,1486-1489,LXXXVII,G.A. Haarlem Transportregister Inv F 350,,,
9001458,1487-08,"Guert Thaemsdochter met Claes Baertsz als voogd voor ½ en dezelve Claes in de name van Taems Taemsz voor de andere ½ , verkopen Pieter Jansz een huis en erf in de Dyckstraet, an d'een zide: Jan Coptgensz, an d'ander: Jacob Nannez, afterwerts streckende an Jan Coptgesz voirs   ",95v,1486-1489,LXXXVII,G.A. Haarlem Transportregister Inv F 350,,,
