id,datum,naam,inhoud,bron,getuigen,bijzonderheden,,,,,,
1120706,1622-07-25,"Mathenesse, van", Johan van Matenesse na dode van zijn vader Adriaan beleend met: leen van de Leck: - de helft van de hofstad te Hillegersberg en 55 morgen land in het ambacht van Hillegersberg tussen de Rotte en de Brochter (Broekse) wetering; - 9 morgen e Maasland en 4 morgen op de Souteveen; - de heerlijkheid van Opmeer,Berigten Hist Gen III p 122,,,,,,,,
1120707,1622-08-03,"Mathenesse, van","Johan van Mathenesse beleend met de tienden tussen Scherpendrecht en Louwersloot te Hillegersberg, na dode van zijn vader Adriaan",Berigten Hist Gen III p 123,,,,,,,,
1120708,1623-08-30,"Mathenesse, van",kwijting van een losrente ten laste van wijlen Willem van Matenesse heer van Rascart,Berigten Hist Gen III p 123,,,,,,,,
1120709,1624-02-19,"Mathenesse, van","commissie voor Johan van Matenesse tot Raad in den Hove van Holland, vanwege de Staat der Edelen, na dode van Steven van der Does heer van Noordwijk; 04-15: eed",Berigten Hist Gen III p 123,,,,,,,,
1120710,1624-10-05,"Mathenesse, van","Johanna Pieck, abdis van St Servaes te Utrecht wordt beleend met de ambachsheerlijkheden van Giessen en Lisse, het huis het Zand, de vrije heerlijkheid van de Wennart na dode van haar neef Jan van Mathenesse Claesz; 1628-01-06 en 05-03: Amelis van Matenesse en Johan van Schagen worden ieder voor de helft beleend met het ambacht van Lisse (het huis Dever), na dode van Johanna Pieck",Craandijk: Zuidholland p 295/Repert Noordholland fol 4,,,,,,,,
1120711,1625-07-25,"Mathenesse, van","Johan van Matenesse wordt beleend met de heerlijkheid van Opmeer, na dode an zijn vader Adriaan van Matenesse ",Berigten Hist Gen III p 122,,,,,,,,
1120712,1625-11-26,"Mathenesse, van","staat van de nagelaten bezittingen van Karel van Matenesse, ruwaard baljuw en hoofdijkgraaf van Putten en Johanna Pieck, opgemaakt door hun enige Amelis en Florentina van Matenesse",Berigten Hist Gen III p 123,,,,,,,,
1120713,1626-06-21,"Mathenesse, van","Johan van Mathenesse wordt beleend met  landerijen in het ambacht van de Ketel en in Spadelant, na dode van zijn vader Adriaan",Berigten Hist Gen III p 123,"getuigen: Pieter van der Riviere, Jan van Persijn, leenmannen van Wassenaar",,,,,,,
1120714,1626-06-30,"Mathenesse, van",huwelijksvoorwaarden van Johan van Matenesse en Judit Wilhelmina Pieck,Berigten Hist Gen III p 123,"huwelijksvrienden: zijn ooms Antonis vaan Aeswijn heer van Brakel en Sterkenburg, Eustatius van Aeswijn heer van Wesenthorst; vader Willem Pieck ambtman van Beesd en Renoi, neef Jhelis Pieck heer van Enspijk",,,,,,,
1120715,1629-03-15,"Mathenesse, van","Amelis van Mathenesse contra Henric Pieck en Maria van Mathenesse, weduwe van Johan van Schagen en haar zoon Johan van Schagen over de heerlijkheden van Giessen en de Wenaard",Berigten Hist Gen III p 124,,,,,,,,
1120716,1632-01-15,"Mathenesse, van","leen van Brederode: 2 kampen land gelegen in de ban van Leiderdorp, nabij de hofstede van der Does, Cornelis van Matenesse heer van Hazerswoude, Lokhorst etc, na dode van zijn moeder Geertruid van Lokhorst",Berigten Hist Gen III p 124,,,,,,,,
1120717,1633-09-17,"Mathenesse, van","Florentina van Matenesse vrouwe van Duikenburg en Portengen, vrouw van Hendrik Valkenaar wordt beleend met de ambachtsheerlijkheid van Lisse, de hofstede het Zand en de vrije heerlijkheid van Wenaard, na dode van haar broer  Amelis van Matenesse ",Berigten Hist Gen III p 124/Craandijk: Zuidholland p 295,,,,,,,,
1120718,1637-07-16,"Mathenesse, van","Gerard van Amstel van Minden beleent als heer van Zuilenburg, de hofstede genaamd Katwinkel gelegen te Darthuizen onder Doorn, op Willem van Matenesse heer van Rascart, na dode van zijn enige broer Johan van Matenesse",Berigten Hist Gen III p 124,,,,,,,,
1120719,1642-12-23,"Mathenesse, van","compareerde vrouwe Anna van den Bongardt weduwe van Cornelis van Mathenesse, heer van Haserswoude, Lockhorst, Slydrecht als enige erfgenaam van wijlen Bernardt van den Bongardt in zijn leven heer van Nyenrode en van de stadt Ter Lucht",Ned Leeuw jg 1913 p 166/Notaris Van Zijp Leiden regest 175,,,,,,,,
1120720,1643-08-15,"Mathenesse, van","commissie voor Willem van Matenesse heer van Rascart tot hoogheemraad van Schieland, eed gedaan op 3 september",Berigten Hist Gen III p 124,,,,,,,,
1120721,1646,"Mathenesse, van","brieven van Herb van Beaumont, griffier van de Staten van Holland aan Johan van Matenesse, plenipotentiaris te Munster/Monster",Berigten Hist Gen III p 124,,,,,,,,
1120722,1650-07-04,"Mathenesse, van","Johan Wolphaard van Brederode beleent twee kampen land in de ban van Leiderdorp op Willem van Schagen heer van Schagen en Schagercogge, als man van Anna van Matenesse, na dode van zijn zwager Cornelis van Matenesse heer van Hazerswoude, Lokhorst ",Berigten Hist Gen III p 124,,,,,,,,
1120723,1651-08-23,"Mathenesse, van","leenregister huis Raaphorst: beleent jhr Alexander Emanuel van Renesse tbv hemzelf en van Johan van Mathenesse, bij dode en makinge van Hendrik van Raephorst; 1654-07-19: na Johan van Mathenesse wordt Adriaan van Mathenesse beleend; 1656-02-17: jhr Gysbert van Mathenesse en Alexander Emanuel van Renesse ",Craandijk: Zuidholland p 237,,,,,,,,
1120724,1652-05-10,"Mathenesse, van","Willem van Mathenesse heer van Rascart wordt meesterknaap van de houtvesterij van Holland en West Vriesland, eed gedaan op 15 mei",Berigten Hist Gen III p 125,,,,,,,,
1120725,1652-08-06,"Mathenesse, van",Johan van Matenesse krijgt vergunning om een vogelkooi te mogen leggen binnen zijn jurisdictie van Oegstgeest achter de kerk,Berigten Hist Gen III p 125,,,,,,,,
1120726,1653-06-29,"Mathenesse, van","testament van Johan van Mathenesse, zijn kinderen: Adriaan, Gijsbrecht, Odilia en Walburg en zijn schoonmoeder Hendrika van der Does",Berigten Hist Gen III p 125,,,,,,,,
1120727,1653-06-30,"Mathenesse, van","stierf Johan van Matenesse, 1653-06-24: stierf zijn tweede zoon Willem; lijst van heren en vrienden, rouwmaaltijd en lijkplechtigheden",Berigten Hist Gen III p 125,,,,,,,,
1120728,1654-02-21,"Mathenesse, van","Adriaan van Matenesse wordt beleend met de helft van de hofstede van Achthoven onder Leiderdorp, afkomstig van Hendrika van der Does; 1654-06-18 en 19: hij wordt beleend met landerijen onder Alphen en de tienden te Hillegersberg",Berigten Hist Gen III p 125,,,,,,,,
1120729,1654-03-16/18,"Mathenesse, van",Johan Wolphaard van Brederode beleent het huis van der Does onder Leiderdorp aan Gijsbrecht van Matenesse heer van Souteveen,Berigten Hist Gen III p 125,,,,,,,,
1120730,1654-07-20,"Mathenesse, van","Claude Lamoraal prins van Ligne beleent als heer van Wassenaar, Adriaan heer van Matenesse, Riviere en Opmeer met  ⅔ van de smaltienden van Spaarwouden, afkomstig van Hendrika van der Does, en landerijen in het ambacht van den Ketel en in Spadeland, ","Berigten Hist Gen III p 125, 126",,,,,,,,
1120731,1654-12-31,"Mathenesse, van","commissie voor Willem van Matenesse heer van Rascart tot raad ter admiraliteit binnen Rotterdam, eed gedaan op 30 september",Berigten Hist Gen III p 126,,,,,,,,
1120732,1655-01-17 en 23,"Mathenesse, van",testament van Adriaan van Matenesse (overleden 1655-01-30 te 's Gravenhage): erfgenaam is zijn broer Gysbrecht van Matenessen samen met zijn zusters Odilia en Walburg,Berigten Hist Gen p III 126,,,,,,,,
1120733,1655-04-02,"Mathenesse, van","codicil van Walburg van Matenesse, jongste dochter van wijlen Johan van Matenesse: haar broer Gysbrecht en haar zuster Odilia zijn haar erfgenamen",Berigten Hist Gen III p 126,,,,,,,,
1120734,"1656-01-16, 26, 30","Mathenesse, van","testament van Odilia van Matenesse (overleden 1656-02-02) enig overgebleven zuster van Gysbrecht van Matenesse, die enig erfgenaam is",Berigten Hist Gen III p 126,,,,,,,,
1120735,1658-11-17,"Mathenesse, van","testament van Margaretha van Matenesse, wonende te Leiderdorp op het huis ter Does, zuster van Willem van Matenesse heer van Rascart, haar universele erfgenaam",Berigten Hist Gen III p 126,,,,,,,,
1120736,1659-02-25,"Mathenesse, van","huwelijksvoorwaarden van Willem van Matenesse, heer van Rascart en Margaretha Valkenaar; zij brengt ten huwelijk de ambachtsheerlijkheid van Lisse",Berigten Hist Gen III p 126,"huwelijksvrienden: Luyert Manninga, Luyert Clant, Gysbrecht van Matenesse, neven en Hendrik Valkenaar, Florentina van Matenesse, ouders, en Herman van Gelder, neef",,,,,,,
1120737,1665-02-06,"Mathenesse, van","Wolphaard van Brederode beleent enige landerijen onder Leiderdorp op Aalbrecht Nicolaas van Schagen heer van Lokhorst, volgens transactie met zijn broer François van Schagen heer van Sliedrecht en zijn zuster Anna Geertruid van Schagen, betreffende de nagelaten goederen van Cornelis van Matenesse heer van Hazerswoude en Anna van den Bongard, zijn oom en zijn moeye",Berigten Hist Gen III p 127,,,,,,,,
1120738,1666-04-06,"Mathenesse, van","venia aetatis voor Gysbrecht van Matenesse, 22 jaren",Berigten Hist Gen III p 127,,,,,,,,
1120739,1669-11-22,"Mathenesse, van","commissie voor Gysbrecht van Matenesse tot baljuw en dijkgraaf van Rijnland, en tot de schoutambachten van Gronswaard, Poeleye, Zuidelwijk, Zevenhoven, Noorden, Nieuwenveen en Cudelstaart; eed gedaan op 27 november",Berigten Hist Gen III p 128,,,,,,,,
1120740,1670-01-21,"Mathenesse, van","testament van Gysbert van Matenesse: erfgenaam zijn neef Willem van Matenesse heer van Rascart, die al zijn goederen erft (Sterkenburg, Haaswinkel, de Slinde en Rouwenhof), behalve de heerlijkheid en het huis te Brakel, die komen op zijn neef Jacob Pieck, en het huis van der Does aan zijn neef Emond Pieck; Willem van Matenesse beleend met de hofstad ten Wesenthorst onder Gendringen en andere goederen onder Etten, na dode van Gijsbrecht van Matenesse",Berigten Hist Gen III p 128,,,,,,,,
1120741,1675-03-30,"Mathenesse, van","relief wegens het niet verheffen van de heerlijkheden van Matenesse, Riviere, Opmeer, Souteveen, verzuimd door de onverwachte dood van Willem van Matenesse",Berigten Hist Gen III p 128,,,,,,,,
1120742,1680-12-10,"Mathenesse, van","overeenkomst tussen Florentina van Matenesse, ondertrouwd met Johan van Hardenbroek, ritmeester, en de voogden van haar zuster Maria van Matenesse, aangaande de nalatenschap van haar moeder wijlen Margaretha Valkenaar, douairière van Rascart, vrouwe van Sterkenburg, en van haar broer wijlen Willem van Matenesse,  beide zonder testament overleden",Berigten Hist Gen III p 129,,,,,,,,
1120743,1683-05-07,"Mathenesse, van","testament van Florentina van Matenesse vrouwe van Matenesse, Riviere, Opmeer, Souteveen, Sterkenburg, vrouw van Johan van Hardenbroek; bij kinderloos overlijden is haar enige zuster Maria van Matenesse erfgename; 1685-04-14: codicil van Florentina, die aan haar man Johan van Hardenbroec de heerlijkheden van Oud- en Nieuw Mathenesse en Riviere legateert",Berigten Hist Gen III p 129,,,,,,,,
1120744,1337,"Mathenesse, van",genoemd: lijst van Hollandse edelen: de broers Daniel en Dirk van Matenesse; 1377: Daniel van Matenesse,"Batavia Illustrata bl 743 no 77, 744 no 79, 758, 1021",,,,,,,,
1120745,"1400, 1401",Mathieu,"schepen van Sluis: Stasin Mathieu, met zijn zegel",De Raadt II p 438,,,,,,,,
1120746,.. - 09-15,"Matlar, van","stierf Wolterus de Matlar, frater noster, de quo habemus annuatim ad pres de domo quondam sua, contgua domui Rutgeri de Wyckerade, 1 mark",Memorien Stift Xanten p 111,,,,,,,,
1120747,1318-01-02,"Matlar, van","Fredericus van Matlar, canonicus Xantensis; hij bezit geen zegel",Urkundenbuch Stift Xanten no 489,,,,,,,,
1120748,1375-05-11,"Matlar, van","ridder Gerardus de Matlaer (wapen met randschrift: Girardo de Matlor)  zegelt met Werner Ingenhave een akte van Frederic van Moers; Henric van Mattelaer, homme du duc de Berg; comparé les armes de Stecke ",De Raadt II p 438/Düss Cleves Mark no 421,,,,,,,,
1120749,1440,"Matlar, van",jhr Frederik van Matlar zegelt voor de schepenen van Baerlle,De Raadt II p 439/Düss Orange Moers no 64,,,,,,,,
1120750,1678-06-10,Mats,"transport de Akersloot door Claes Adriaens Madts, wonend te Westsanen, gehuwd met Trijn Dirks, op Trijn Jacobs weduwe van Pieter Gerritsz, wonende in de Bedijkte Schermer in de ban van Alkmaar, eerst ⅕ deel van een stuk land ""de groote Hop""en nog enige vijfde parten",R.A.H.  115,,,,,,,,
1120751,1592,"Maulde, van",stierf Loise van Maulde x Arent van Groenevelt,Batavia Illustrata bl 1153,,,,,,,,
1120752,… -01-11,"Mauregnault, de",grafschrift in de Grote kerk te Veere: stierf jvr Marie van Vosbergen vrouw van jhr Johan de Mauregnault,Wapenheraut jg I: 90,,,,,,,,
1120753,1372-03-30,"Maurik, van",Geryt van der Loe erkent in leen te houden van heer Johan van Kulenborg het goed te Ebbinchaven en het goed in de Eyndwijck in het gericht van Mensel,Arch Heren en Graven van Culemborg 4772 fol 117,"mannen: de heer te Meir, broer van de heer van Culemborg, Hubert van Malderic",,,,,,,
1120754,1410~,"Maurik, van","leenregister Culemborg: Heinric van Mauderic: - in Mauderic op de Breedslach 80 morgen; - 18 en 24 ½ morgen in de Nyenslach, op de slaghe 14 morgen; - zijn hofstat bij het huis tot Mauderic met 6 morgen; - hove weerde en Winckel; - tussen 28 en 32 mannen (fol 1v); - ½ hoeve in Culenborgherbroec in het Vreedstro tussen de weg en het land van Dirc Eerstz; 2½ aftercoep met de hofstat van 5 morgen 2 hont land in het land van Bueren en Culemborg, belend: Marienweerd boven en de heer van Culemborg beneden, de gemene straat van Lanxmeer; - zijn hofstat op die wade te Mauderic, van de Rynichbrugge in het oude Rynken; - 7 morgen te Mauderic in de Pelmaet; - 1 morgen in de Winckel; - 4 oude weyden, waar Hubert Colentyn bij woonde; - 1 hofstat bij de Weyde en 3 morgen land en 11 morgen de Liescampen geheten, gelegen tussen de grote camp en de Tielse weg; - 17 morgen in de Bautsham te Mauderic, van de husmaten grave te dorp waarts; - Willem Rondeels hofstat die Hubert van Mauderic opdroeg ","Leenregister Culemborg fol 1v, 2v",,,,,,,,
1120755,1410~,"Maurik, van","leenregister Culemborg: Hubert van Mauderic: - 6 morgen land op Parijs; - Lambert Gherytsz (later vervangen door Gerijt Lambertsz) ⅓ deel van een hoeve land op Parijs, belend boven: Hubert van Mauderic met land van Culemborg en beneden: jvr Jutte vrouw van Reijner van Mauderic ; - een leen van 4 geweren land over de Zoele aan de Gruenen weg tussen het monnikenland en land van Hubert Struven (later toegevoegd: Janne Reyner van Mauderic heren van --- bastert, anno 1422); - Heinric Doys van Mauderic 3 morgen land in de Husmaten, belend beneden: Gherijt uten Weerde, boven: Heyn van Ham; - 3 morgen land en een halve hoeve met grote broec, belend boven: Hubert van Meere, beneden: Ot Doys; - 4 morgen land te Rijswijk op de Weertacker, belend boven: Margriet van Oemerr, beneden: vrouw van Gheenken Eerstz ","Leenregister Culemborg fol 2v, 4v, 5v",,,,,,,,
1120756,1410~,"Maurik, van","leenregister Culemborg:  - (fol 8v) Jorden van Derthesen 5  morgen te Mauderic op de Perric, belend boven: Henric Doijs van Mauderic, beneden: Hubert Coevoet, dit  goed heeft Johan van Beesde; - (fol 10) Steven van Mauderic 5 ½ morgen te Mauderic op de Weijde belend boven : die Bunnincgrave, beneden: Engel Engelsz en 2 morgen in het Roghkampken, belend boven: Steven met zijn hofstede en beneden: Engel Engelsz; - (fol 13) Jan van Eck Herdberensz 7 morgen in Pelmate, belend boven: Ot van Derthesen, beneden: Henric van Mauderic; - (fol 21v) Doijs van Mauderic 9 ½ morgen te Mauderic en zijn vrouw 9 morgen te Rijswijc , wat haar stiefmoeder nog in lijftocht heeft; - (fol 47v) Roelof uten Weerde te Mauderic in Penmate 10 morgen, belend boven: Jan van Mauric en beneden: Heijn uten Weerde, Doijsdochter van MAuderic vrouw van Udel heeft dat land ontvangen als lijftocht",Leenregister Culemborg,,,,,,,,
1120757,1410~,"Maurik, van","leenregister Culemborg: - (fol 20v) Jan van Mauderic Gerijt Cranssone [Transsone ?] 2 ½ morgen in de Rijnweert [strekkende van de dijc an de Rijndijc], belend boven: Jannes Scriver, beneden: Henric van Mauderic. Opgevolgd in dit leen door Kerstans Heymericsz; - ( fol 30) Herman die Muerder 3½ husmate die van Steven van Mauderic waren in het gerecht van Mauderic, belendingen: Heijmeric Roelantsz, heer Saffentyn Ude, heer Dirc van der Eme, paep van Ecke; - (fol 34) Gheryt uten Weerde Roelofsz 10½ morgen die van Heynric van Mauderic waren te Mauderic in de Enghe",Leenregister Culemborg,,,,,,,,
1120758,1410~,"Maurik, van","leenregister Culemborg: - Henric Zas 1 stuk land op Hornincsvelt, belend boven: de heer van Culenborg, beneden zuid: Jutte Reyners [van Maurik] en haar kinderen en noord: Gherijt Snoec",Leenregister Culemborg ,,,,,,,,
1120759,1410~,"Maurik, van","leenregister Culemborg: - (fol 35) Willem Meijnaert te Buesinchem 1 akker land van 6 ½ hont, gemeten van de straat tot de windmolen, dit land was van Jacob Dirc Jacobsz, Dirc Heylighenz geheten, en na Aernt van Mandere [Mauderic?]; - (fol 36v) Wouter de bastaard van Culemborg: 4 morgen op Pariservelt, tussen jvr Steven vrouw van Willem van der Woerde en beneden: Heinric van Mauderic en Wessel van Everdingen (een 4e deel van deze tiende hield de Hollander van Beesde);  (fol 56v)Katherine vrouw van Henric van Mauderic: - 81 morgen in Mauderic het Breedslacht geheten, belend boven: de heren van Yngen, beneden: Coopsstege, - 1 hofstat met 7 morgen land en huis in Mauderic, belend boven: Evert uten Werden, beneden: de heer van Culemborg, - 2 hoven met hun weerden, belend boven: Splynter van Everdingen en beneden: jvr Mechtelt van Everdingen, - 1 hof, belend boven: Hubert van Mauderic, beneden: Splinter van Everdingen (idem: 1423 op St Johannes de Doperdag)",Leenregister Culemborg fol 28v,,,,,,,,
1120760,1410~,"Maurik, van","leenregister Culemborg:  Hubert van Mauderic: - een ½ hoeve land in Culemborgerbroec in het Vreedstro, belend boven: Hubert van Bemmale, beneden: Johansaltaar in de kerk van Culemborg, - 1 hofstat op de Wade te Mauderic van 5 meyen land, strekkende van de Runmingebrugge in het aude Rijnke, - 7 morgen te Mauderic in Pelmate, - 1 morgen in de Winckel, - 4 aude weyden waarbij Hubert Colentijn woonde, - 1 hofstat te Mauderic aan de Weijde met 3 morgen land, - 11 morgen, de Liescampen, liggende tussen de grote camp en de Tielse weg, - 17 morgen te Mauderic in Boutsham, van de Tielse weg tot aan Horincksvelt, - 13 morgen met hofstede op Pariservelt, belend boven: Lambert Gerijtsz met leen van Culemborg, beneden: Geryt Scaep, - 6 morgen op Parizervelt, hijzelf belend (later toegevoegd: Hubert draagt een halve hoeve land in Culenborgerbroec in het Vreedstro op tbv jvr Mechtelt dochter van Vrederix van Zulen, belend boven: Hubrecht van Bemmael en benden: St Jansaltaar)",Leenregister Culemborg fol 57v,,,,,,,,
