nummer,datum,plaats,verkoper,koper,omschrijving,belending,bron,opmerkingen,,
5010257,1563-12-20,Heemskerk,Dirck Dircksz Cock van Wyck op Zee ,"Machtelt Cornelis Woutersz weduwe, wonende in de Beverwyc met haar zoon en voogd Albert Heynricsz; zij beleent hiervoor een custingbrief van 184 Kar gld en stelt het gekochte als onderpand (de koop was 7 mei)   ",een stucke paerdelant,,O.R.A. no 275 fol 100,,,
5010258,1564-01-05,Heemskerk,"Wouter Cornelisz en Aris Maertsz voor zichzelf, Jan Woutersz als man van Aefve Heyndricsdochter en voogd van de weeskinderen van Louris Willemsz    ","mr Maerten Jacopsz, scilder en poerter van Haerlem  ",een crofte zaedtlandts,noord: Jan Woutersz; oost: die cleine Houdtweg; zuid: Floris Jansz van Haerlem; west: die Scoubeeck  ,O.R.A. no 275 fol 102,,,
5010259,1564-01-19,"Heemskerk, Gerrit Claesz acker","Joest Pietersdochter, poorteresse van Haerlem met haar zoon en voogd Gerrit Cornelisz","Jannetgen Arys Jansz weduwe, ons buijrwijf","een acker zaedtlandts genaamd ""Gerrit Claesz acker"" ","noord: Dirck Hem; oost: de erfgenamen van Garbrant Gerritsz en Simon Jansz, custos; zuid: Jasper Fransz en Sijmon Jansz; west: de grote Houdtweg     ",O.R.A. no 275 fol 103,,,
5010260,1564-03-04,"Heemskerk, in de gemeen maed","Pieter Gerrit Jacopsz, wonende te Castricum",Gerrit Pietersz en Pieter Pietersz Vischer ,"¼ part van 6 maden landts, leggende ""in dije gemeen maedt"" aen beijden zijden in ""die Grote maedt""ende ""cleijne maedt""; De ½ van deze 6 maden is leen van Willem Dirck Neeltges, ¼ behoort het gasthuis te Beverwyk     ","noord: de Castricummer watering; oost: heer Adriaen [van Egmont]; zuid: Willem Luddolfsz, van Wyck op Zee; west: die erfgenamen van Jacop van der Houff tot Amsterdam; in de cleyne maedt aan de oostzijde : de erfgenamen van Gerrit Pietersz   ",O.R.A. no 275 fol 104,,,
5010261,1564-03-24,"Heemskerk, Duijfven","Johanna van Steenbeeck weduwe Aelbert de Ridder wonende tot Noert Lancbruijck [Langbroek]op Lunenburch, met Herman Gerritsz, poorter van Beverwyc, als voogd   ","Adriaen Dircsz, van Wyck op Zee ","een stuck lants genaempt ""Duijfven""; borg:  Johanna van Schagen ","noord: de Scouwateringe; oost: de erfgenamen van Jan Raet, tot Haerlem; zuid: de graaf van Arenberg; west: dat Zoegevelt",O.R.A. no 275 fol 108,IV 102,,
5010262,1564-03-29,Heemskerk,Claes Dircsz Oerlewijns (in margine: Claes Orlewijns)      ,"Ariaen Dircsz, van Wyck op Zee ","een acker zaedtlants, groot 6 achgelen zaeijns",noord: de pastoor van Castricum met aelmisland gemeen; oost: de cleyne Houtweg; zuid: Maritgen Louris Allertsz weduwe; west: de luttick Zije   ,O.R.A. no 275 fol 109,,,
5010263,1564-04-19,"Heemskerk, de hofstede",Maritgen Louris Allerts weduwe met Tonis Lourisz als voogd  ,"Jan Lourisz, haar zoon ","een stucke zaedtlants genaemt ""die hofstede"", groot 8 achgelen zaijns  ",noord: Baevenlaen; oost: de groet Zije; zuid: Floris Jansz tot Haerlem; west: de Scilpwech ,O.R.A. no 275 fol 114b,schepenen: Willem Pieterz en Louris Arisz  ,,
5010264,1564-04-19,Heemskerk,"Maritgen Louris Allertsz weduwe met Tonis Lourisz, haar voogd  ","Jan Lourisz, haar zoon ","een huijs, werf metten  hooihuis, schuur, een tuijntgen daeraen, groot ½ morgen, leggende an Heemskerckerduijn, belast met 2 Wilh schilden per jaar voor de erfgenamen van Gerrit Steffensz  ",noord: Cors Garbrantsz; oost: de Scilpweg; zuid: Willem Dircsz; west: de Scouheyning   ,O.R.A. no 275 fol 114b,,,
5010265,1564-04-19,"Heemskerk, in Grofweer","Louris Wynantsz, poorter van Haerlem  ","Claes Gerritsz, wonende tot Assendelft   ","een stuck of perceel hooijlants, gelegen in ""Grofweer"", gemeen  met jhr Frits van Egmont zoals gemeten bij mr Pieter, gezworen lantmeter, is de portie van Louris groot 1326 roeden 1 ½ voet        ",noord: de heer van Assendelft; oost; de Zuijdt Maetwech; zuid: Michiel Thamesz en Cornelis Jansz wonende op t Hofland; west: die sluijssloet   ,O.R.A. no 275 fol 111,I 40; schepenen: Claes Ysbrantsz en Willem Pietersz Cock    ,,
5010266,1564-05-07,"Heemskerk, in Breedtmaet","Joest Jansz, poorter van Haerlem","Willem Luddolfsz, van Wyck op Zee  ","een perceel gelegen in ""Breedtmaet"" ",noord: de weduwe en erfg. van Cornelis Dirck Lubbrantsz tot Castricum; zuid: St Jacopsgilde tot Haerlem; west: de Noerdt Maedwech ,O.R.A. no 275 fol 113,schepenen: Louris Arisz en Tonis Laurensz  ,,
5010267, 1564-05-07,"Heemskerk, in de Hem","Joest Jansz, poorter van Haerlem","Willem Luddolfsz, van Wyck op Zee  ",een stuck geestland in de Hem ende dit lant waelt jaer om jaer jegen t weerdeel toebehorende de erfgenamen van Gerrit Thomasz te Haarlem    ,noord: de heer van Assendelft; de sloet; zuid: aelmislant; west: Louris Jansz   ,O.R.A. no 275 fol 113,schepenen: Loris Arysz en Tonis Laurensz ,,
5010268,1564-06-07,Heemskerk,Jan Louris Allertsz,Willem Dirck Neeltgis  ,"een crofte zaedtlandts, groot 7 achgelen zaijns",noord: Hubert Pietersz; oost: de Wollenaer; zuid: Cornelis Fransz uit de Beverwyc; west: Tonis Lourisz en de Luttic Zije  ,O.R.A. no 275 fol 114,schepenen: Tonis Lourisz en Michiel Gijsbertsz,,
5010269,1564-07-15,Heemskerk,Aernt Jacopsz alias Aernt Wittebol ,Aelbert Heyndricsz,"een huijs, werve met alle zijne toebehoren belast met 6 st tbv de papelike prove ",noord: Maritgen Aris Claesz weduwe; oost: die pastoorslant van Eemskerk; zuid: Mathys Heijndricx; west: die gemeen wech  ,O.R.A. no 275 fol 120,,,
5010270,1564-07-19,Heemskerk,Joris Jansz ,Louris Claesz (in margine: Louris Claes Hugenz) ,"huis, werve en gepland en gepoot; prijs: 40 Kar gld; Notwech over de werf voor Joris en voor Cornelis",noord: Cornelis Jansz; oost: Joris Jansz; zuid: de oesterwech; west: Jan Pietersz    ,O.R.A. no 275 fol 121,,,
5010271,1564-07-23,Heemskerk,"bij executie op vordering van Dirck Dircksz Cock te Wyk op Zee, wegens 184 Kar gld custing, ten laste van Machteld Aelbertsdochter   ","Pieter Gerritsz, van Castricum ","een stucke paerdelants, groot 3 maden; koopsom 141 Kar gld; belast met renten voor de abdij Egmont en St Jan te Haerlem",noord: de commandeur te Haerlem; oost: de Reguliers uit die Beverwijc; zuid en west: de memorie te Haerlem,O.R.A. no 275 fol 122,schepenen: Claes Ysbrantsz en Willem Pietersz Cock    ,,
5010272,1564-07-25,Heemskerk,"Pieter Gerritsz, van Castricum, door hem gekocht op 23 juli ","Thijs Heyndricsz en Pieter Laurensz, tot Castricum ",een stucke paerdelants groot 3 maden belast met renten voor de abdij Egmont en St Jan te Haerlem,noord: de commandeur te Haerlem; oost: de Reguliers uit die Beverwijc; zuid en west: de memorie te Haerlem,O.R.A. no 275 fol 125,,,
5010273,1564-11-09,"Heemskerk, de Hoge Stell","Jan Aerntsz de Jonge, poorter van Haerlem","mr Crijstiaen de Waerdt, Raad Ord van de Grote Raad  te Mechelen  ","½ van een stucke hooijlands genaamd ""die hoge Stell"", leggende aendt Zoegevelt, zoals hem dat te loete gevallen is tussen hem en mr Jacop Boemgaert, zijn zwager   ",,O.R.A. no 275 fol 128,schepenen: Claes Ysbrantsz en Louris Arijsz   ,,
5010274,1564-11-28,Heemskerk,"Bouwen Dircsz, mede namens zijn broers en zusters ",Pieter Jacopsz,"een huijs en werve, staande op de Maer, belast met 5 st per jaar tbv de kerk  ","noord: de kerckbeeck; oost: Ysbrant Willemsz; zuid: de Maersloet, west: de Maerlaan, welke laan Pieter zal mogen gebruiken om te etten tot aan de woning van Jan Willemsz    ",O.R.A. no 275 fol 130,,,
5010275,1564-12-13,Heemskerk,executoriale verkoop op verzoek van Wouter van Bekesteijn en ten laste van Heynric Jan Bochters  ,"mr Claes Heynricsz als gemachtigde van Wouter van Bekesteyn, voor 300 Kar gld; borg voor de koper: Claes Jansz van Haerlem   ","het huijs en 2 ackeren zaedtlant achter het huis, daar Heynric Jan Bochters gewoont heeft, met alle die geboemte daer op staande, belast met 3 Kar gld per jaar losrente die Willem Tamesdochter binnen Beverwijc daarop heeft, met consent van haar zoon en voogd Cornelis Willemsz,  groot 318 roeden. Fol 140: de desbetreffende brief van decreet, gepasseerd voor Jan Simonsz, schout, Claes Ysbrantsz, Willem Pietersz Cock, Laurens Arysz, Tonis Lourysz en Michiel Gysbertsz, schepenen; de executie geschiedt ter zake van verlopen landhuur en losrente: 32 Kar gld 10 st; 1) uit een huurcedulle dd 1562-05-12; 2) losrentebrief dd 1562-02-08 stilo curiae, hoofdsom 79 £; 3) losrentebrief dd 1562-05-13, hoofdsom 150 Kar gld; gedaagde was wel verschenen, erkende de schuld en verklaarde geen mobiele goederen te bezitten                  ","noord:die joffrou van Beverwijck; oost: de Oesterwech; zuid: Claes Florisz weduwe; west: de Kerckwech, fol 144: de Beijferdewech   ","O.R.A. no 275 fol 131, fol 140-146",1561: VIII 47,,
5010276,1565-01-07,Heemskerk,"Aris Maertsz voor zich zelf, Gerrit Allertsz als gekozen voogd van het weeskind van Loutgen jonge Willem en Jan Woutersz als man en voogd van Aefve Heyndricsdochter     ","Jan Garbrantsdochter, poorteres van Beverwijc  ",een crofte saedtlandts ,noord: de erfgenamen van Claes Willemsz op ten Nieuwendam; oost: de grote Houdtweg; zuid: Guert Willemsdochter ; west: Claes Engelsz en Maritgen Claes Znijers tot Velsen             ,O.R.A. no 275 fol 132,schepenen: Claes Ysbrantsz en Laurens Arysz ,,
5010277,1565-01-12,Heemskerk,Jan Gerritsz ,Dirck Dircksz alias jonge Dircken; borgen: Aelbert Dircsz en Michiel Gysz,"½ van ""Gerrit Jan Hugensz zaedt"", daar de wederhelft of toekomt St Margrietenconvent tot Haerlem; voor 250 Kar gld  (niet in de vorm van een transport, maar van een custingbrief)  ",,O.R.A. no 275 fol 133,,,
5010278,1565-01-24,Heemskerk,"Louris Pietersz, Tonis Pietersz en Claes Jansz Roes als ooms en voogden van de weeskinderen van wijlen hun zuster Aelbert Pietersdochter, met Cornelis Jansz (in margine: Cornelis Jan Hugen) als man en voogd van Aelbert Pietersdochter        ",Cornelis Florisz,"een huijs, werve met alle zynen aancleven met seecker geestlandt daer achter aen annex gelegen",noord: de Cuijkerswech; oost: Meynert Heyndricsz en Louris Heyndricsz; zuid: de Hoechdorperwech; west: de Reguliers uit de Beverwyk  ,O.R.A. no 275 fol 135,zijn weeskinderen erfgenamen van Floris Jansz? ,,
5010279,1565-02-06,Heemskerk,"Balich Woutersdochter te Alcmaer [ ""oude Balich""]; Willem Danelsz is voogd voor zijn bestemoeder",Dirck Heyndricsz Bochter; borgen: Tys Heyndricsz en Pieter Jacobsz   ,"hij beleent haar met een kustingbrief in hoofdsom van 90 Kar gld, van die cope; een huijsgen achter Arijs Maertsz in de Kerckbuyrt    ",noord: seeckere cappelrij goeden en Symon Znijder; oost: Aris Maertsz; zuid en west: de gemeen wech,"O.R.A. no 275 fol 147, 148",schepenen: Claes Ysbrantsz en Louris Arijsz; 1561: VIII 3   ,,
5010280,1565-04-04,Heemskerk,Gerrit Allertsz,Cornelis Pietersz,"een boemgaert met alle gewas, gepoot en geplant daerop staende, vierkant met zijn sloeten en heynink daarop staen",noord: Louris Splintersz; oost: de weduwe en erfgenamen van Dirck Heyndricsz; zuid: Cornelis Pietersz; west: Cornelis Pietersz   ,O.R.A. no 275 fol 156,,,
5010281,1565-04-14,"Heemskerk, de Waelcamp","Simon Jansz en Heyndrick Jansz, wonende te Wycker Duyn, achtergelaten kinderen van Hilgont Simontsdochter [vrouw van Jan Arisz] ",Louris Willem Arijsz,"¼ van een stuk hooiland genaamd ""die Waelecamp"",  streckende binnen- en buitendijks  ","buitendijks: noord: Sint Aechtendijc, oost en west: de heer van Assendelft, zuid: die meer; binnendijks: noord: het convent van St Michiel, oost: Adriaen van Zwieten met de jonker van Ophem [van der Does, van Offem ?], zuid: St Aechtendijc, west: de Maedtwech",O.R.A. no 275 fol 155,,,
5010282,1565-04-30,Heemskerk,"Maerten Ysbrantsz alias Rossen, in margine: Maerten van Rossen",Claes Ysbrantsz,"een huijs, een werve, dat de voorschreven Maerten bewoond heeft; voor 250 Kar gld ",noord: het pastoorslant van Eemskerck; oost: de gemeenwech; zuid: Tonis Flucsen; west: Tijs Heindricsz      ,O.R.A. no 275 fol 157,,,
5010283,1565-05-25,Heemskerk,"het Convent te Galileen buiten Monickendam, met Cornelis Wybrantsz als voogd  ",Margriet Splintersdochter weduwe Gerrit Cornelisz  ,een acker zaedtlants,noord: Margriet Splinters; oost: die oesterwech; zuid: Margriet Splinters; west: de Beyfferdewech   ,O.R.A. no 275 fol 158-161,schepenen: Lambrecht Willemsz en Louris Gerritsz; V 70 deel?  ,,
5010284,1565-06-12,Heemskerk,Willem Danelsz als voogd van zijn grootmoeder Balich Woutersdochter,"Dirck Heyndricsz, buyrman binnen Eemskerk   ","een huys, werve etc in die Kerckbuijrt",noord: seecker capelrylant met Simon Gysbertsz; oost: Aris Maertsz; zuid en west: de gemeenwech,O.R.A. no 275 fol 161,schepenen: Pieter Gijsbertsz en Pieter Jansz,,
5010285,1565-06-28,Heemskerk,"Claes Pietersdochter weduwe Cornelis Jansz van Coeckelberch met Jasper Pieters, haar broer en voogd ",Govert Govertsz ,"een huis, werf met 2 croftgens daer t huijs in staat door haar op heden gekocht","noord: de weduwe en erfg. van Pieter Hugensz; oost: de abt van Egmont en Dirck Dircksz, duinmeier; zuid: die weduwe en erfg. van Pieter Jansz; west: de Heerewech       ",O.R.A. no 275 fol 165,,,
5010286,1565-06-28,Heemskerk,Lubbrich Claesdochter weduwe Allert Jansz met Claes Ysbrantsz als voogd  ,"Claes Pietersdochter weduwe Cornelis Jansz van Coeckelberch met Jasper Pietersz, haar broer als voogd   ","huijs, werf met 2 croftgens daer t huijs in staet ","noord: de weduwe en erfg. van Pieter Hugensz; oost: de abt van Egmont en Dirck Dircksz, duinmeier; zuid: de weduwe en erfg. van Pieter Jansz; west: de Heerenwech       ",O.R.A. no 275 fol 164,schepenen: Louris Gerritsz en Pieter Gysbertsz  ,,
5010287,1565-07-07,Heemskerk,Dirck Dircksz Orlewynsz en Claes Dircksz Orlewynsz  ,"mr Maerten [Jacopsz], scilder tot Haerlem  ",een stucke geestlants,"noord: die Reguliers buiten Hoern; oost: ""Hannenven""; zuid: mr Maerten [Jacopsz]; west: mr Maerten [Jacopsz]      ",O.R.A. no 275 fol 165,schepenen : Louris Gerritsz en Lambrecht Willemsz ,,
5010288,1565-07-10,"Heemskerk, in de Quatiende","Maritgen Louris Allertsz weduwe met Tonis Lourisz, haar zoon als voogd  ","Jan Jansz, haar zwager tot Assendelft  ","een madt landts in die ""Quatiende""","noord: de Castricummerwatering; oost: coepman Lambrecht, van Amsterdam, met Katrijn Frans; zuid: de Noort Maedtwech; west: Pieter Jansz",O.R.A. no 275 fol 166,,,
5010289,1565-09-12,Heemskerk,"Claes Dircsz, buyrman te Egmont binnen ","Wouter Cornelisz, buyrman te Eemskerk ","½ van een stuck lants, groot 6 achgelen rogsaying",noord: Jan Woutersz; oost: de Cleyne Houdtwech; zuid: Louris Gerrit Jacopsz; west: de Scoubeeck   ,O.R.A. no 275 fol 173,,,
5010290,1565-11-17,"Heemskerk, Cleijne Hoech Aerdt","Aelbert Thonisz, buerman te Egmont binnen, voor zich zelf en voor zijn mede-erfgenamen van Gysbert Ysbrantsz ","mr Jan Adriaensz van Adrichem, wonende tot Haerlem en Heynric zijn uitlandige broer   ","een stucke hooijlants tot Noertdorp, genaamd ""cleyne hoech aerdt"" ","noord: de prelaat van Egmond; oost: ""die grote Hoechaerdt""; zuid: de Scoubeeck; west: de commandeur tot Haerlem   ",O.R.A. no 275 fol 176/77,1561:  IV 146,,
5010291,1565-11-21,Heemskerk,Willem Jan Guerten,Louris Dirck Woutersz,een acker zaedtlandts aan den Groten Houdtwech bezuiden die Kerkbeek; koopsom 142 Kar gld  ,,O.R.A. no 275 fol 181,,,
5010292,1565-11-21,Heemskerk,de erfgenamen van Guert Siericken (in qualite als zij erfgenamen dat van Warner van der Does gekocht hebben) ,Louris Pieter Nellen; borg: zijn broer Jan Pietersz  ,"dat huijs, werf, boomgaerd; ""deze voorschreven cope heeft over in cope Gerrit Florisz, belovende de voornoemde Louris Pietersz en zijn borge daervan te vrien, ende is borge voor de voorschreven Gerrit Florisz: Jan Simonsz zijn zwager, en Wouter Cornelisz    ",,O.R.A. no 275 fol 180,,,
5010293,1565-11-21,Heemskerk,de erfgenamen van Guert Siericken ,Louris Gerritsz; borg: zijn broer Pieter Gerritsz,die noertwaerste acker gelegen tusschen weghen; voor 67 Kar gld ,noord: Simon Jansz; zuid: Joris Fransz ,O.R.A. no 275 fol 179,,,
5010294,1565-11-21,"Heemskerk, Maten acker","Cornelis Wybrantsz, van Scermerhorn  [= Galileaconvent te Monickendam]",Alijdt en Neel Costers dochters,"een acker lants genaamd "" Matenacker"", gelegen tot Noertdorp","noord: Simon Jansz, custos; oost: de Oesterwech; zuid: de erfgenamen van Guert Siericken; de Beyfferdewech    ",O.R.A. no 275 fol 178,V 70 deel,,
5010295,1565-11-21,Heemskerk,de erfgenamen van Guert Siericken,Claes Bertolmeusz; borg: Wouter Cornelisz ,een perceel gelegen tusschen weghen; koopsom 133 Kar gld  ,noord: Joris Fransz; zuid: Wouter van Bekesteijn ,O.R.A. no 275 fol 179,,,
5010296,1565-12-19,Heemskerk,"Wyve van Rijck, tot Haerlem met haar kinderen, t.o.v. weesmeesters (in margine: Claes Florisz kinderen te Haerlem)",mr Dirck van Bekesteijn,"een stucke landts bij Noertdorp, groot 1 morgen gebruikt bij Aris Maertsz; voor 225 Kar gld ",noord: Wouter van Bekesteyn; oost: de Oesterwech; zuid: Michiel Gijssen; west: de Kerckwech ,O.R.A. no 275 fol 182,,,
5010297,1565-12-19,Heemskerk,"Wyve van Rijck tot Haerlem met haar kinderen, t.o.v. weesmeesters (in margine: Claes Florisz kinderen te Haerlem)",Pieter Jacopsz; borg: zijn broer Cornelis Jacopsz,"een stucke lants, groot 2½ morgen, gebruikt bij Aelbert Doevensz; koopsom 360 Kar gld ",noord: Joest Jansz kinderen; oost: de Reguliers in de Beverwyck; zuid: Lambert Willemsz; west: de Scilpweg    ,O.R.A. no 275 fol 183,,,
5010298,1565-12-19~,Heemskerk,Jan Hugen,Lambert Willemsz (in margine: Jan Woutersz!),"een crofte lants, bewesten de cleyne Houtweg, groot 5 achgelen zaeijens, mits dat op t zuydwaertste achtertgen de pastorie van Heemskerk heeft per jaar 10 st; koopsom 240 Kar gld  ",,O.R.A. no 275 fol 183,,,
5010299,1565-12-22,"Heemskerk, in Hesselscamp","Dirck Dircksz,Louris Dircsz en Maerten Walichsz als man en voogd van Baerte Dircsdochter, vervangende tevens al haar andere broers en zusters, Gerrit Cornelisz, Dirck Cornelisz, Jan Allertsz en Gerrit Gerritsz als voogd van Jan Dircsz, alle bestorven en geinstitueerde erfgenamen van Aris Dircsz tot Castricum    ","Cornelis Dircsz; borgen: Dirck Dircsz, duynmeyer, Gerrit Gerritsz, Allert Heynricsz, van Castricum",2 maden hoeijlants in Hesselcamp,noord: Gerrit Allertsz; oost: dat …….gat; zuid: Hessels …..; west: Jan Willemsz ,O.R.A. no 275 fol 185,,,
5010300,1566-01-04,Heemskerk,de erfgenamen van Neeltgen Baligen,Tijs Heijnricsz,"een acker lants, groot 2 achgelen zaeyns, gelegen bij het Miente Laentgen; koopsom 78 Kar gld",,O.R.A. no 276 fol 3,,,
5010301,1566-01-04,"Heemskerk, in Wateracker",de erfgenamen van Neeltgen Baligen,"Jan Arysz, buyrknecht","1 morgen in ""Wateracker""; koopsom 212 Kar gld",,O.R.A. no 276 fol 3,,,
5010302,1566-01-04,Heemskerk,"de erfgenamen van mr Mathijs Heerenz, priester te Haerlem, Willem Pietersz en Crystiaen Ysbrantsz, poorters aldaar","Claes Arysz Boumans; borgen: Jan Simonsz, schout en Matys Heyndricsz","een stuck geestland, groot 6 achgelen zayens; voor 245 Kar gld ",noord: de heer van Assendelft; zuid: de weduwe en kinderen van Dirck Gerrit Vrouwen (?),O.R.A. no 276 fol 1,VIII 38; identiek met 1566-04-24,,
5010303,1566-01-11,Heemskerk,"de erfgenamen van Pieter Fredericsz, tot Haerlem ",Jan Willem Arijsz; borg: Dirck Pieter Allertsz        ,een perceel hooijlants bij de Hecksloot; koopsom 180 £ ,,O.R.A. no 276 fol 4v,,,
5010304,   1566-01-12,Heemskerk,"Dirck Auwelsz en Jacob Jansz, wielmakers, poorters van Beverwijk, voogden over de weeskinderen van Cornelia Auwelsdochter en als executeur van het testament van wijlen heer Andries Auwelsz, priester ",Louris Gerrit Jacopsz (neemt hypotkeek hierop fol 7),een acker zaedtlands,noord: Louris Gerrit Jacopsz; west: de Beyfferde wech; zuid: Louris Gerrit Jacopsz; oost: de Oesterwech,O.R.A. no 276 fol 6,schepenen: Cornelis Gerritsz en Pieter Gijsbertsz ,,
