Nummer,Heemskerk,Sector,Oppervlakte,Eigenaar,Huurder,Huur/pacht/taxatie,Datum,Bron,Opmerkingen,,,, ,,
4100465,,ten noorden van de Hecksloot (vanaf het veer) IV 141,een huijs,Griet Pieter Hugen weduwe,Gerrit Maertensz,3 £ 5 st,1561,10e penn inv 74 I fol 42v,,,,,,,
4100466,,ten noorden van de Hecksloot (vanaf het veer) IV 142,810 roeden,Meijns Pieter Ronsz ,,getaxeerd voor 3 £ 10 st,1561,10e penn inv 74 I fol 42v,,,,,,,
4100467,,ten noorden van de Hecksloot (vanaf het veer) IV 143,2184 roeden,Dirck Dircksz duijnmeijer,,getaxeerd voor 7 £ 10 st,1561,10e penn inv 74 I fol 42v,,,,,,,
4100468,,ten noorden van de Hecksloot (vanaf het veer) IV 144,2912 roeden,de abt van Egmond,Maritgen Maertens Pietersz weduwe,zie fol 36,1561,10e penn inv 74 I fol 42v,,,,,,,
4100469,,ten noorden van de Hecksloot (vanaf het veer) IV 145,"3616 roeden, zijn huijs met commendeursland in erfpacht ",de commanduer (voor het huis: Pieter Jansz Nel),Pieter Jansz Nel ,de erfhuer 9 £ en nog daarboven getaxeerd voor 3 £ ,1561,10e penn inv 74 I fol 43,,,,,,,
4100470,,ten noorden van de Hecksloot (vanaf het veer) IV 146,1267 roeden,de zusters van de huurder,Pieter Gysbertsz,9 £ ,1561,10e penn inv 74 I fol 43,,,,,,,
4100471,"in ""Watercamp""",ten noorden van de Hecksloot (vanaf het veer) IV 125,"1696½ roeden in 2 percelen; fol 14v: 1124 + ( 572 in sector V ) roeden; fol77:  ""an die Vogelmeer""  1696½ roeden ",Willem Luddelsz  ,fol 24v: Claes Jan Wyckers; fol 14v: Jan Claesz,       ,1539,"Maatboek inv 56 fol 24v, 14v, 77",,,,,,,
4100472,,tussen de Oosterweg en de Hecksloot V 1 t/m 83 ,,,,,1561,10e penn inv 74 I fol 29 t/m 33v,,,,,,,
4100473,,tussen de Oosterweg en de Hecksloot V 1,8650 roeden een huijs met land met een end aelmislantmet nog meer,de joffrouw van Rewijck [ Rietwijk?] en aelmisland,Bely Dirck Lourensz weduwe ,"aelmislant: 20 st; de juffr van Rewijck: 151 Kar gld, een kinnetgen butter, 4 sack gerst; getaxeerd voor 6 Kar gld 8 st  ",1561,10e penn inv 74 I fol 29,,,,,,,
4100474,,tussen de Oosterweg en de Hecksloot V 2,"154 roeden, zijn huis met land",Willem Willems,,getaxeerd voor 54 Kar gld,1561,10e penn inv 74 I fol 29,,,,,,,
4100475,,tussen de Oosterweg en de Hecksloot V 3,6000 min 3 roeden ( 8000 roeden),"de heer van Assendelft, Jan van Scoeten (Schoten) tot Haerlem) en Joest van Dam  ",Willem Willemsz en Dirck Baertsz Kinn?,71 Kar gld,1561,10e penn inv 74 I fol 29,,,,,,,
4100476,,tussen de Oosterweg en de Hecksloot V 4,"6355 roeden met meer, huis met land ",Willem Jansz tot Amsterdam ,Huijch Jansz,118 kar gld,1561,10e penn inv 74 I fol 29v,,,,,,,
4100477,,tussen de Oosterweg en de Hecksloot V 5,3761 roeden,Dirck de Vries,Jacop Hillebrantsz,90 Kar gld,1561,10e penn inv 74 I fol 29v,,,,,,,
4100478,,tussen de Oosterweg en de Hecksloot V 6,1623 roeden,de nonnen van Zijl tot Haerlem,Dirck Pietersz,15 Kar gld,1561,10e penn inv 74 I fol 29v,,,,,,,
4100479,,tussen de Oosterweg en de Hecksloot V 7,"1313½ roeden, zijn huis met land",Dirck Pietersz,,getaxeerd voor 13 Kar gld 5 st ,1561,10e penn inv 74 I fol 29v,,,,,,,
4100480,,tussen de Oosterweg en de Hecksloot V 8,176½ roeden,Louris Willem,Jan Willemsz,15 st,1561,10e penn inv 74 I fol 29v,,,,,,,
4100481,,tussen de Oosterweg en de Hecksloot V 9,772 roeden,Jan Willemsz,,getaxeerd voor 7 Kar gld,1561,10e penn inv 74 I fol 29v,,,,,,,
4100482,,tussen de Oosterweg en de Hecksloot V 10,127 roeden,de heer van Assendelft,Laurens Willemsz,zie fol 9,1561,10e penn inv 74 I fol 29v,,,,,,,
4100483,,tussen de Oosterweg en de Hecksloot V 11,"11450 roeden, zijn huysingh van Poelenburch met boemgaerden en landen ",Bouwen Willemsz [van Poelenburch],,getaxeerd voor 93 Kar gld,1561,10e penn inv 74 I fol 29v,,,,,,,
4100484,,tussen de Oosterweg en de Hecksloot V 12,"3102 roeden, huijs met land",Griet Jan Lucas weduwe tot Delft ,Dirc Heyndricsz,64 Kar gld,1561,10e penn inv 74 I fol 29v,,,,,,,
4100485,,tussen de Oosterweg en de Hecksloot V 13,975 roeden,Jan Willem Arysz,,getaxeerd voor 5 Kar gld 10 st,1561,10e penn inv 74 I fol 30,,,,,,,
4100486,,tussen de Oosterweg en de Hecksloot V 14,zijn huis,Ysbrand Willems,,getaxeerd voor 2 Kar gld,1561,10e penn inv 74 I fol 30,,,,,,,
4100487,,tussen de Oosterweg en de Hecksloot V 15,zijn huis,Pieter Jacopsz,,getaxeerd voor 2 Kar gld,1561,10e penn inv 74 I fol 30,,,,,,,
4100488,,tussen de Oosterweg en de Hecksloot V 16,4200 roeden,Gerrit Allertsz,,getaxeerd voor 30 Kar gld,1561,10e penn inv 74 I fol 30,,,,,,,
4100489,,tussen de Oosterweg en de Hecksloot V 17,"1438 roeden, zijn huis met land ",Huijch Heyndricsz ,,getaxeerd voor 7 Kar gld 10 st,1561,10e penn inv 74 I fol 30,,,,,,,
4100490,,tussen de Oosterweg en de Hecksloot V 18,haer huijs,Trijn Cornelisdochter,,getaxeerd voor 2 Kar gld,1561,10e penn inv 74 I fol 30,,,,,,,
4100491,,tussen de Oosterweg en de Hecksloot V 19,haer huijs,Maritgen Scoemaeckers,,getaxeerd voor 30 st,1561,10e penn inv 74 I fol 30,,,,,,,
4100492,,tussen de Oosterweg en de Hecksloot V 20,haer huijs,Anna Claesdochter ,,niet,1561,10e penn inv 74 I fol 30,"1570: fol 24, op haar huis heeft de kerck jaarlijks 2 st; zij leeft van de aelmis.  ",,,,,,
4100493,,tussen de Oosterweg en de Hecksloot V 21,zijn huijs,Jan Woutersz,,getaxeerd voor 4 Kar gld,1561,10e penn inv 74 I fol 30,,,,,,,
4100494,,tussen de Oosterweg en de Hecksloot V 22,zijn huijs,de scoudt [Jan Simonsz],,getaxeerd voor 4 Kar gld 10 st,1561,10e penn inv 74 I fol 30,,,,,,,
4100495,,tussen de Oosterweg en de Hecksloot V 23,zijn huis,Louris Gysbertsz,,getaxeerd voor 2 Kar gld 10 st,1561,10e penn inv 74 I fol 30,,,,,,,
4100496,,tussen de Oosterweg en de Hecksloot V 24,zijn huis,Claes Bertolmeus,,getaxeerd voor 2 Kar gld 10 st,1561,10e penn inv 74 I fol 30,,,,,,,
4100497,,tussen de Oosterweg en de Hecksloot V 25,5905½ roeden,Gerrit Allertsz,,getaxeerd voor 42 Kar gld ,1561,10e penn inv 74 I fol 30v,,,,,,,
4100498,,tussen de Oosterweg en de Hecksloot V 26,527½ roeden met meer,de commenduer tot Haerlem,Gerrit Allertsz,4 Kar gld 10 st,1561,10e penn inv 74 I fol 30v,,,,,,,
4100499,,tussen de Oosterweg en de Hecksloot V 27,1082 roeden,Willem Willemsz ,,getaxeerd voor 3 Kar gld 10 st,1561,10e penn inv 74 I fol 30v,,,,,,,
4100500,,tussen de Oosterweg en de Hecksloot V 28,3743 roeden met meer,Heijlige Geesthuijs tot Haerlem met Pieter Jansz,Cornelis Gijsen ,96 Kar gld,1561,10e penn inv 74 I fol 30v,,,,,,,
4100501,,tussen de Oosterweg en de Hecksloot V 29,749½ roeden,Jan Willemsz,,getaxeerd voor 2 Kar gld 10 st,1561,10e penn inv 74 I fol 30v,,,,,,,
4100502,,tussen de Oosterweg en de Hecksloot V 30,736 roeden,mr Maerten [Jacobsz],Simon Zuijder,9 Kar gld,1561,10e penn inv 74 I fol 30v,,,,,,,
4100503,,tussen de Oosterweg en de Hecksloot V 31,1000 roeden,de pastoor,Jacop Hillebrantsz,24 Kar gld  ,1561,10e penn inv 74 I fol 30v,,,,,,,
4100504,,tussen de Oosterweg en de Hecksloot V 32,"200 roeden, zijn huijs met die boemgaert",de pastoor,,getaxeerd voor 11 Kar gld,1561,10e penn inv 74 I fol 30v,,,,,,,
4100505,,tussen de Oosterweg en de Hecksloot V 33,800 roeden,de pastoor,Dirck Pietersz,9 Kar gld,1561,10e penn inv 74 I fol 30v,,,,,,,
4100506,,tussen de Oosterweg en de Hecksloot V 34,"2293½ roeden, dije een helft eijghen",Gerrit Allertsz,Dirck Pietersz,21 Kar gld ,1561,10e penn inv 74 I fol 31,,,,,,,
4100507,,tussen de Oosterweg en de Hecksloot V 35,1937 roeden,Wouter van Bekesteijn,Pieter Jacobsz,41 Kar gld,1561,10e penn inv 74 I fol 31,,,,,,,
4100508,,tussen de Oosterweg en de Hecksloot V 36,416 roeden,Huyck Heyndrics ,,getaxeerd voor 2 Kar gld,1561,10e penn inv 74 I fol 31,,,,,,,
4100509,,tussen de Oosterweg en de Hecksloot V 37,300 roeden,mr Jan van Ilpendam,Huyck Heyndrics,1 Kar gld 19 st,1561,10e penn inv 74 I fol 31,,,,,,,
4100510,,tussen de Oosterweg en de Hecksloot V 38,2228 roeden,Cornelis Dircksz en Louris Splintersz met zijn broer en zuster  ,,getaxeerd voor 16 Kar gld,1561,10e penn inv 74 I fol 31,,,,,,,
4100511,,tussen de Oosterweg en de Hecksloot V 39,"909 roeden, een huijs met land  ",de zusters kinderen van de huurder,Pieter Jacobsz,15 Kar gld,1561,10e penn inv 74 I fol 31,,,,,,,
4100512,,tussen de Oosterweg en de Hecksloot V 40,1902 roeden met meer,heer Jacop Jansz tot Leijden,Pieter Gysbertsz,22 Kar gld ,1561,10e penn inv 74 I fol 31,,,,,,,
4100513,,tussen de Oosterweg en de Hecksloot V 41,6297 roeden,de heer van Assendelft ,Jannetgen Arys Jansz weduwe,49 Kar gld 10 st ,1561,10e penn inv 74 I fol 31,,,,,,,
4100514,"""Vrou Elizabettencamp""","""van t veer tot die duin van de Hecksloot tot de Oosterweg"" V 41",7½ morgen 297 roeden (=  6297 roeden),de heer van Assendelft ,Arys Jansz,,1561,10e penn inv 74 II fol 56v,,,,,,,
4100515,,tussen de Oosterweg en de Hecksloot V 42,374 roeden,Bouwen Willemsz [van Poelenburg],Louris Heyndricsz,7 Kar gld ,1561,10e penn inv 74 I fol 31v,,,,,,,
4100516,,tussen de Oosterweg en de Hecksloot V 43,"3336 roeden, zijn huis met land ",Louris Gerritsz,,getaxeerd voor 27 Kar gld 10 st,1561,10e penn inv 74 I fol 31v,,,,,,,
4100517,,tussen de Oosterweg en de Hecksloot V 44,617 roeden,Louris Heyndricsz,,getaxeerd voor 3 Kar gld 15 st,1561,10e penn inv 74 I fol 31v,,,,,,,
4100518,,tussen de Oosterweg en de Hecksloot V 45,"570 roeden, zijn huijs met landt ",Cornelis Pietersz,,getaxeerd voor 5 Kar gld 10 st,1561,10e penn inv 74 I fol 31v,,,,,,,
4100519,,tussen de Oosterweg en de Hecksloot V 46,1200 roeden,Dirck Heyndricsz,,getaxeerd voor 6 Kar gld,1561,10e penn inv 74 I fol 31v,,,,,,,
4100520,,tussen de Oosterweg en de Hecksloot V 47,een boomgaerdt van 100 roeden,Gerrit Allertsz,,20 st,1561,10e penn inv 74 I fol 31v,,,,,,,
4100521,,tussen de Oosterweg en de Hecksloot V 48,"1672 roeden, een huijs met landt ",Louris Splintersz met zijn broer en zuster,,getaxeerd voor 10 Kar gld ,1561,10e penn inv 74 I fol 31v,,,,,,,
4100522,,tussen de Oosterweg en de Hecksloot V 49,3255 roeden,"Louris Gerritsz, Louris Splintersz en Gerrit Claesz   ",,getaxeerd voor 17 Kar gld,1561,10e penn inv 74 I fol 31v,,,,,,,
4100523,,tussen de Oosterweg en de Hecksloot V 50,1881½ roeden,     ,Cornelis Pietersz,24 Kar gld 10 st,1561,10e penn inv 74 I fol 31v,,,,,,,
4100524,,tussen de Oosterweg en de Hecksloot V 51,840 roeden,de castelein van het huis Eemskerck,Aris Maertsz ,9 Kar gld,1561,10e penn inv 74 I fol 31v,,,,,,,
4100525,,tussen de Oosterweg en de Hecksloot V 52,1577 roeden,de heer van Sevenbergen,Heyndrick Hertelijf,13 Kar gld,1561,10e penn inv 74 I fol 32,,,,,,,
4100526,,tussen de Oosterweg en de Hecksloot V 53,300 roeden,de castelein van het huis van Eemskerck,Pieter Jansz Nell,36 st,1561,10e penn inv 74 I fol 32,,,,,,,
4100527,,tussen de Oosterweg en de Hecksloot V 54,"2415 roeden, met dije boemgaerden ende lant ",de graaf van Arenberge,,getaxeerd voor 18 Kar gld,1561,10e penn inv 74 I fol 32,,,,,,,
4100528,,tussen de Oosterweg en de Hecksloot V 55,1300 roeden,de casteleyn van het huijs van Eemskerke,Tonis Willems,4 Kar gld,1561,10e penn inv 74 I fol 32,,,,,,,
4100529,,tussen de Oosterweg en de Hecksloot V 56,1458½ roeden,Pouwels van Mechelen,Louris Dircsz,12 Kar gld,1561,10e penn inv 74 I fol 32,,,,,,,
4100530,,tussen de Oosterweg en de Hecksloot V 57,800 roeden,Pouwels van Mechelen,Luijtgen,6 Kar gld,1561,10e penn inv 74 I fol 32,,,,,,,
4100531,,tussen de Oosterweg en de Hecksloot V 58,1145 roeden,Pouwels van Mechelen,Cuckelberch,7 Kar gld,1561,10e penn inv 74 I fol 32,,,,,,,
4100532,,tussen de Oosterweg en de Hecksloot V 59,1058½ roeden,Pouwels van Mechelen,Louris Pietersz duinmeijer,7 Kar gld,1561,"10e penn inv 74 I fol 32, 58 ",,,,,,,
4100533,,tussen de Oosterweg en de Hecksloot V 60,5800 roeden,Heyndrik Willem tot Haerlem,"Tonis Lourisz, Lenert Lourisz, Claes Engelsz, Pieter Engelsz en Jorn Fransz    ",38 Kar gld,1561,10e penn inv 74 I fol 32v,,,,,,,
4100534,,tussen de Oosterweg en de Hecksloot V 61,829 roeden,mr Crystiaen tot Mechelen,Michiel Gijssen ,9 Kar gld,1561,10e penn inv 74 I fol 32v,,,,,,,
4100535,,tussen de Oosterweg en de Hecksloot V 62,"2322 roeden, een huijs met landt ",Pieter Gysbertsz met zijn broer en zusters,,getaxeerd voor 12 Kar gld,1561,10e penn inv 74 I fol 32v,,,,,,,
4100536,,tussen de Oosterweg en de Hecksloot V 63,1200 roeden,heer Adriaen [van Egmont],,getaxeerd voor 7 Kar gld,1561,10e penn inv 74 I fol 32v,,,,,,,
4100537,,tussen de Oosterweg en de Hecksloot V 64,"3515 roeden, een huys met land; 460 roeden en nog 800 roeden",heer Adriaen [van Egmont],Dirck Claesz,48 Kar gld,1561,10e penn inv 74 I fol 32v,,,,,,,
4100538,,tussen de Oosterweg en de Hecksloot V 65,368 roeden,Louris Splintersz ,,getaxeerd voor 1 Kar gld 10 st ,1561,10e penn inv 74 I fol 32v,,,,,,,
4100539,,tussen de Oosterweg en de Hecksloot V 66,356 roeden,Gerrit Cornelisz,,getaxeerd voor 1 Kar gld 10 st ,1561,10e penn inv 74 I fol 32v,,,,,,,
4100540,,tussen de Oosterweg en de Hecksloot V 67,1630 roeden,Willem Luddolfsz,moeij Dirck,13 Kar gld,1561,10e penn inv 74 I fol 32v,,,,,,,
4100541,,tussen de Oosterweg en de Hecksloot V 68,3824 roeden,Jan Willemsz,,getaxeerd voor 6 £ 10 sc ,1561,10e penn inv 74 I fol 33,,,,,,,
4100542,,tussen de Oosterweg en de Hecksloot V 69,3152 roeden,de memorie tot Haerlem,"Michiel Gysbrechtsz, Dirc Heyndricsz met Marij",15 Kar gld,1561,10e penn inv 74 I fol 33,,,,,,,
4100543,,tussen de Oosterweg en de Hecksloot V 70,1902 roeden ,het convent van Galilee tot Monickedam,heer Adriaen[van Egmont],20 Kar gld,1561,10e penn inv 74 I fol 33,,,,,,,
4100544,,tussen de Oosterweg en de Hecksloot V 71,391 roeden,Cornelis Dircsz,,1 Kar gld 15 st,1561,10e penn inv 74 I fol 33,,,,,,,
4100545,,tussen de Oosterweg en de Hecksloot V 72,"108 roeden, haar huijs met land  (erfpacht)",joffrou van Rewijck ,Guert Ziericken,erfpacht: 1 Kar gld 10 st,1561,10e penn inv 74 I fol 33,,,,,,,
4100546,,tussen de Oosterweg en de Hecksloot V 73,2283 roeden,de memory tot Haerlem ,"Ariaen Jansz, Louris Gerritsz, Jan Gerritsz, Pieter Gerritsz  ",14 Kar gld,1561,10e penn inv 74 I fol 33,,,,,,,
4100547,,tussen de Oosterweg en de Hecksloot V 74,753½ roeden,Lambert Willem,,getaxeerd voor 1 Kar gld 10 st ,1561,10e penn inv 74 I fol 33,,,,,,,
4100548,,tussen de Oosterweg en de Hecksloot V 75,1616½ roeden,Dirck Cock,Machtelt Aelbertsdochter,8 Kar gld,1561,10e penn inv 74 I fol 33,,,,,,,
4100549,,tussen de Oosterweg en de Hecksloot V 76,464 roeden ,de Regulieren in  Beverwijck ,Dirck Cornelisz met Claes Jansz ,zie fol 41,1561,10e penn inv 74 I fol 33,,,,,,,
4100550,,tussen de Oosterweg en de Hecksloot V 77,1792 roeden,de commanduer,"Arijs Maertensz, Aelbert Doeven, Huijch Jansz en Louris Allertsz  ",6 Kar gld,1561,10e penn inv 74 I fol 33v,,,,,,,
4100551,,tussen de Oosterweg en de Hecksloot V 78,1070 roeden,heer Adriaen [van Egmont] en Gerrit Claesz ,,getaxeerd voor 3 Kar gld ,1561,10e penn inv 74 I fol 33v,,,,,,,
4100552,,tussen de Oosterweg en de Hecksloot V 79,855 roeden,Ysbrant Ockersz en Louris Wynantsz tot Haerlem ,Claes Ysbrantsz,3 Kar gld,1561,10e penn inv 74 I fol 33v,,,,,,,
4100553,,tussen de Oosterweg en de Hecksloot V 80,1904 roeden,Jan Lambertsz tot Aekersloot,Joris Jansz,12 Kar gld,1561,10e penn inv 74 I fol 33v,,,,,,,
4100554,,tussen de Oosterweg en de Hecksloot V 81,1066 roeden,de wollewevers tot Haerlem,Heijn Buchter (Bochter),6 Kar gld,1561,10e penn inv 74 I fol 33v,,,,,,,
4100555,,tussen de Oosterweg en de Hecksloot V 82,1900 roeden,de wollewevers tot Haerlem,Willem Gerritsz,18 Kar gld,1561,10e penn inv 74 I fol 33v,,,,,,,
4100556,,tussen de Oosterweg en de Hecksloot V 83,"7007½ roeden, met een huijs, boomgaert",de Kon Majesteit,Cornelis Dircsz,54 Kar gld,1561,10e penn inv 74 I fol 33v,,,,,,,
4100557,,tussehn de Hoogdorper- en Cuykersweg is geestland VI 1 t/m 29,,,,,1561,10e penn inv 74I fol 10v t/m 11v,,,,,,,
4100558,,tussen de Hoogdorper- en Cuykersweg VI 1,289 roeden,de aelmismeesters,Willem Willemsz,2 Kar gld 15 st,1561,10e penn inv 74 I fol 10,,,,,,,
4100559,,tussen de Hoogdorper- en Cuykersweg VI 2,100 roeden,aelmismeesters,Louris Claesz,21 st,1561,10e penn inv 74 I fol 10,,,,,,,
4100560,,tussen de Hoogdorper- en Cuykersweg VI 3,189 roeden,"Louris Claesz, timmerman",,getaxeerd voor 20 st,1561,10e penn inv 74 I fol 10,,,,,,,
4100561,,tussen de Hoogdorper- en Cuykersweg VI 4,"1175½ roeden, haer huis met land ",Guert Claes Adriaensz weduwe ,,getaxeerd voor 10 Kar gld,1561,10e penn inv 74 I fol 10,,,,,,,
4100562,,tussen de Hoogdorper- en Cuykersweg VI 5,1076 roeden,Willem Willemsz ,,getaxeerd voor 6 Kar gld,1561,10e penn inv 74 I fol 10,,,,,,,
4100563,,tussen de Hoogdorper- en Cuykersweg VI 6,970 roeden,Louris Gijsbrechtsz,,getaxeerd voor 4 Kar gld 10 st,1561,10e penn inv 74 I fol 10,,,,,,,
4100564,,tussen de Hoogdorper- en Cuykersweg VI 7,"711 roeden, een huijs ",Maerten Ysbrantsz alias Rossen,,getaxeerd voor 3 Kar gld 10 st,1561,10e penn inv 74 I fol 10,,,,,,,
4100565,,tussen de Hoogdorper- en Cuykersweg VI 8,1200 roeden,de heer van Assendelft ,Heynrick Cornelisz,fol 4: de huur,1561,10e penn inv 74 I fol 10,,,,,,,
4100566,,tussen de Hoogdorper- en Cuykersweg VI 9,2838 roeden,de heer van Assendelft ,Meijnert Pietersz met zijn zusters en Gerrit Claesz met Pieter Dircsz, fol 5: de huur,1561,10e penn inv 74 I fol 10,,,,,,,
4100567,,tussen de Hoogdorper- en Cuykersweg VI 9,"2838 roeden 5 voet 3 duim, hofstede en diverse zaailanden",de heer van Assendelft ,Marytgen Pieter Florisz weduwe,,1561,10e penn inv 74 II  fol 55v,,,,,,,
4100568,,tussen de Hoogdorper- en Cuykersweg VI 9~,690 roeden an die ZW zijde van de Hoechdorperweg,de heer van Assendelft ,Maritgen Pieter Florisz weduwe,,1561,10e penn inv 74 II fol 55v,,,,,,,
4100569,,tussen de Hoogdorper- en Cuykersweg VI 10,haer huijs,Meynert Petersz met zijn zusters,,getaxeerd voor 3 Kar gld,1561,10e penn inv 74 I fol 10v,,,,,,,
4100570,,tussen de Hoogdorper- en Cuykersweg VI 11,3133 roeden 7 voet 6 duym ,de heer van Assendelft,Pieter Allertsz weduwe,,1561,10e penn inv 74 II  fol 55v,,,,,,,
4100571,,tussen de Hoogdorper- en Cuykersweg VI 11,3133 roeden  ,de heer van Assendelft,Jan Pietersz,zie fol 6,1561,10e penn inv 74 I fol 10v,,,,,,,
4100572,,tussen de Hoogdorper- en Cuykersweg VI 12,"2145 roeden saijlant ""tussen Hoechdorper- en Cuykerswech""",de heer van Assendelft,Henrick Cornelisz,,1561,10e penn inv 74 II fol 55v,,,,,,,
4100573,,tussen de Hoogdorper- en Cuykersweg VI 12,2141 roeden ,de heer van Assendelft,Heynrick Cornelisz,zie fol 4,1561,10e penn inv 74 I fol 10v ,,,,,,,
4100574,,tussen de Hoogdorper- en Cuykersweg VI 12 ?,2000 roeden tussen Hoochdorper- en Cuykersweg,de heer van Assendelft,Henrick Cornelisz,,1561,10e penn inv 74 II fol 56,,,,,,,
4100575,,tussen de Hoogdorper- en Cuykersweg VI 13 en VI 14,"1819 roeden, zijn huis, comt hier niet",,Cornelis Gerritsz,zie fol 4,1561,10e penn inv 74 I fol 10v,,,,,,,
4100576,,tussen de Hoogdorper- en Cuykersweg VI 15,zijn huis,Claes Ysbrantsz,,getaxeerd voor 4 Kar gld,1561,10e penn inv 74 I fol 10v,,,,,,,
4100577,,tussen de Hoogdorper- en Cuykersweg VI 16,"1591 roeden, haer huijs met die croft ",Katryn van Velsen,"in margine: ""daer Engel woont""",10 Kar gld,1561,10e penn inv 74 I fol 10v,,,,,,,
4100578,,tussen de Hoogdorper- en Cuykersweg VI 17,1200 roeden,Claes Ysbrantsz,,getaxeerd voor 6 Kar gld,1561,10e penn inv 74 I fol 10v,,,,,,,
4100579,,tussen de Hoogdorper- en Cuykersweg VI 18,344 roeden,Claes Ysbrantsz,,getaxeerd voor 1 Kar gld 5 st ,1561,10e penn inv 74 I fol 10v,,,,,,,
4100580,,tussen de Hoogdorper- en Cuykersweg VI 19,1486 roeden,mr. Maerten,Gerrit Claesz met Pieter Dircsz ,7 Kar gld,1561,10e penn inv 74 I fol 10v,,,,,,,
4100581,,tussen de Hoogdorper- en Cuykersweg VI 20,344 roeden,Gerrit Claesz,,getaxeerd voor 5 Kar gld,1561,10e penn inv 74 I fol 11,,,,,,,
4100582,,tussen de Hoogdorper- en Cuykersweg VI 21,"218 roeden, zijn huijs met die werf ",Cornelis Cornelisz,,getaxeerd voor 3 Kar gld ,1561,10e penn inv 74 I fol 11,,,,,,,
4100583,,tussen de Hoogdorper- en Cuykersweg VI 22,"800 roeden, zijn huijs met die werf met een acker ",Meynert Heyndricsz,,getaxeerd voor 7 Kar gld,1561,10e penn inv 74 I fol 11,,,,,,,
4100584,,tussen de Hoogdorper- en Cuykersweg VI 23,"1210½ roeden, zijn huijs met dat landt ",Cornelis Florisz,,getaxeerd voor 8 Kar gld,1561,10e penn inv 74 I fol 11,,,,,,,
4100585,,tussen de Hoogdorper- en Cuykersweg VI 24,1284 roeden,de Regulieren tot Beverwyk,Cornelis Florisz,8 Kar gld,1561,10e penn inv 74 I fol 11,,,,,,,
4100586,,tussen de Hoogdorper- en Cuykersweg VI 25,2107½ roeden,Claes Heyndricsz,Claes Ysbrantsz,zie fol 1,1561,10e penn inv 74 I fol 11,,,,,,,
4100587,,tussen de Hoogdorper- en Cuykersweg VI 26,2550 roeden,Symon Baertsz,,getaxeerd voor 12 Kar gld,1561,10e penn inv 74 I fol 11,,,,,,,
4100588,,tussen de Hoogdorper- en Cuykersweg VI 27,1000 roeden,Gerrit Baerdtsz,,getaxeerd voor 5 Kar gld,1561,10e penn inv 74 I fol 11,,,,,,,
4100589,,tussen de Hoogdorper- en Cuykersweg VI 28,2958½ roeden,Frits van Egmont,Meynert Heyndricsz  ,zie fol 2,1561,10e penn inv 74 I fol 11v,,,,,,,
4100590,,tussen de Hoogdorper- en Cuykersweg VI 29,2247 roeden,Frits van Egmont,Raes van Vervou,zie fol 2,1561,10e penn inv 74 I fol 11v,,,,,,,
4100591,,tussen de Cuijkersweg en de Kerkbeek tot de Grote Houtweg toe VII 1 t/m 94,,,,,1561,10e penn inv 74 I fol 11v t/m 17 ,,,,,,,
4100592,de Kerkbeek,tussen de Cuijkersweg en de Kerkbeek VII 1 ,538 roeden,de joffrouw van Rewijck,Bely Pietersdochter,huur bij  fol 29,1561,10e penn inv 74 I fol 11v,,,,,,,
4100593,,tussen de Cuijkersweg en de Kerkbeek VII 2,538 roeden,Jan van  Ruven/Ruyven,Louris Gysbertsz,5 Kar gld 5 st,1561,10e penn inv 74 I fol 11v,,,,,,,
4100594,,tussen de Cuijkersweg en de Kerkbeek VII 3,388½ roeden,Willem Jansz tot Amsterdam,Huijch Jansz,zie fol 29,1561,10e penn inv 74 I fol 11v,,,,,,,
4100595,,tussen de Cuijkersweg en de Kerkbeek VII 4,575 roeden ,Dirck de Vries tot Haerlem,Jacop Hillebrantsz,zie fol 29,1561,10e penn inv 74 I fol 11v,,,,,,,
4100596,,tussen de Cuijkersweg en de Kerkbeek VII 5,389 roeden,Louris Heyndricsz,,2 Kar gld ,1561,10e penn inv 74 I fol 11v,,,,,,,
4100597,,tussen de Cuijkersweg en de Kerkbeek VII 6,1180½ roeden met meer,de commenduer,Bouwen Dircksz,32 Kar gld ,1561,10e penn inv 74 I fol 12,,,,,,,
