id,datum,naam,inhoud,bron,getuigen,bijzonderheden,,
1070034,"1343, 1344",Gale,"uitgaven van Gheret Heynensz, rentmeester Noordholland: Jan Jan Galen 10 £; 1344: uitgegeven voor 27 runderen, ossen en koeien, gekocht te Alkmaar; - van Jan Galenz 2 ossen 4 £ ","Rek Hen Huis II p 44, 423",,,,
1070035,1382,Gale,"akte van verkoop van een rente van 10 sch per jaar gevestigd op een huis in de Grote Houtstraat te Haarlem, door Heyggie Gale aan het Nieuwe Gasthuis te Haarlem [NB naam slordig weergegeven]",Inv Arch Haarlem p 176,,,,
1070036,1394-02-28,Gale,"geleide aan Jan Wouters Symon Galenzsz, om voor mijn heer te komen om zich te verantwoorden voor de brand, geschied aan heer Pouwels van Haestrecht, gedurende 14 dagen",Rechtspraak Graaf van Holland III no 458/II Memoriale BD fol 94v,,,,
1070037,"1406-06-18>, 1407",Gale,"lijst van personen die het zoengeld voor de doodslag binnen Haarlem op Jan van Sevenbergen moeten betalen: o.a. Jan Floris Galenz, Willem Gael, Jan Hugen Gheyenszsz [deze persoon komt daarna niet meer voor op de lijst]; 1407: Willem Gael",Rechtspraak Graaf van Holland II p 230,,,,
1070038,1415-10-28,Gale,"Wouter Buse, Jan Gale, schepenen van Haarlem",Bijdr Gesch Bisdom Haarlem X p 190/Orig met zegels Arch Begijnhof Haarlem,,,,
1070039,1420-09-11,Gale,"Ysbrand van der Laen, baljuw van Kennemerland en Vriesland, Harper van Foreest, Jan van Bakenes, Gerrit uten Hage, Dirck van der Speck, Willem van Assendelft, Claes Florisz, Jan Florisz Galen, 's graven mannen, doen uitspraak over het ongelijk dat Claes van Ruyven aan Adriaen van der Woert te Haarlem gedaan heeft",Van Mieris IV p 557,,,,
1070040,1426-05-08,Gale,"dading tussen Jacob heer van Gaasbeek en andere edelen met Willem van Brederode die Haarlem belegert, waarin vermeld o.a. Jan Wouter Galenz",Van Mieris IV p 841,,,,
1070041,1291-09,Gale~,"Hugo van den Campe, zoon van Coenraad van Monster, oorkondt dat hij afstand doet van alle recht en aanspraak op het patronaat der kerk van Monster, tbv de abdij van Middelburg",De Fremery no 280,"7 zegels, nog zichtbaar dat van domini F. dicti Ghalen [zegel een griffioen], Tielmanni filii dominae Clementiae, Philippi de Duvenvoorde, de gravin van Holland (ontbreekt na 1880)",,,
1070042,1206,"Galen, van","Aleid, weduwe van graaf Dirk VII bevestigt een door diens bemiddeling, als voogd van Kleef, gesloten overeenkomst tussen Ardewicht Strengart en het Stift Bedbur over een hof te Reckem",De Fremery no 28,"getuigen: Gerlacus en Bernardus de Struncte, Swederus de Dingde, Isbrandus castellanus de Clive, Ritchgerus de Galen, Theodericus de Vondre",,,
1070043,"1349, 1352","Galen, van","de broers Alexander en Wencelas [Wessel?] van Gale, parmi les plus proches parents de Roger van der Horst in dem Bruche","De Raadt I p 472/Düss Jul Berg no 525, 561",,,,
1070044,1349,"Galen, van","Bernard van Galen, ridder, caution de Renaud duc de Gueldre",De Raadt I p 473/Wassenaer,,,,
1070045,1370,"Galen, van","Henri van Galen (sa femme Jutte) est convenu avec le comte de Clèves de lui céder, moyennant 600 vieux écus, le bien à Wysgel (Wissel), dat te dezer tijd Dideric van den Hovel bouwt, le moulin d'Apeldoren, die erven tienden in Kieslaeck en in Apeldorender Broek gelegen, en ontvangt het in leen",De Raadt I p 473/Düss Cleves Mark no 390,,,,
1070046,1392-11-11,"Galen, van","Henri van Friemersheim, zoon van heer Bove, prie l'abbé de Werden d'investir le comte Frederic de Moers de sa part de Friemersheim, qu'il lui a cédée (acte sans date); il déclare avoir cédé cette part, avec tous les droits etc; 1393: il déclare avoir reçu dudit comte, 50 florins sur 300 florins qu'il lui devait van der erfnisse der herscap van Vrijmershem","De Raadt I p 470/Düss Orange Moers no 46, 51 of 31","les hommes suivants: sire Wilhem van Eyle, chevalier, Werner et Isbrant Inghen Have, Johan van Merwick (Meerbeek), Johan van Barle, Rutger Tecger, Johan Kerle, Jacopp Kreytz van Crevelt, Godertz ter Neypen, Arnt van Wevort, Henrick van Galen, Herman van Hattorp",,,
1070047,1397,"Galen, van","Wessel, Jean en Roger van Galen, broers, parents de Wessel van den Boetzelaer, van vaderskant",De Raadt I p 473,,,,
1070048,1300~1400,"Galen, van","d'après Gelre: 1. Jan van Galen, homme du duc de Gueldre, 2. Bernt van Gael, homme de l'évêque de Munster, 3. Steven van Gael: même écu, met hun wapens",De Raadt I p 473,,,,
1070049,1407,"Galen, van","Roger van Galen, zoon van Sander, en zijn zoon Sander houden van de abt van Herten une feme à Herten",De Raadt I p 473/Düss Werden no 108,,,,
1070050,1412,"Galen, van","Bernard van Galen, zegelt het huwelijkscontract van Guillaume van Drueten, zoon van Heymeric, met Guedelt, dochter van Steesken van Brakel ",De Raadt I p 473/Wassenaer,,,,
1070051,1413,"Galen, van","Lubbert van Galen, a été indemnisé par le comte de Clèves du chef de rançon, pertes de chevaux etc; Johan van Galen idem","De Raadt I p 473/Düss Cleves Mark no 722, 719, 756",,,,
1070052,1417,"Galen, van","Johan van Galen, drossard de Bochwin (Mark)",De Raadt I p 473/Düss Cleves Mark no 746,,,,
1070053,1418-1419,"Galen, van","Lubbert van Galen, coekemeister du duc de Clèves; Jean van Galen, homme du duc de Clèves","De Raadt I p 473/Düss Cleves Mark no 715, 716, 773, 765",,,,
1070054,1420,"Galen, van","Bernard van Galen, témoin et arbitre pour sa parente Jeanne van Groesbeek dame de Wijhe, au compromis que'elle fait avec Othon van Wijhe",De Raadt I p 473/Wassenaer,,,,
1070055,1421,"Galen, van","Jan van Galen, zoon van Jan houdt van de abdij van Werden, een leen te Recklinghausen",De Raadt I p 473/Düss Werden no 108,,,,
1070056,"1462, 1503, 1518, 1552","Galen, van","1462: Roger van Galen dit Halstwich, juge à Essen; 1503: Henri van Galen, schepen van Nijmegen; 1518: Jan van Galen, schepen van Nijmegen; 1552: Corneille van Galen, schepen van St Geertruidenberg","De Raadt I p 473/Düss Essen no 148, St Trond c 12, Gelders, Anvers",,,,
1070057,,"Galen, van","genoemd: Anna van Galen x Jan van Isselsteyn, x Adam van Nyvelt, capitein; Jacob van Galen te Oudewater x Anna Copier","Batavia Illustrata bl 1021, 950, 921",,,,
1070058,1293-06-13,"Galen, van","Willem Coster te Alphen, zoon van wijlen Willem Muels staat 12 morgen onder Alphen, te Smaelwere, af aan de abdij Egmond en ontvangt ze weer in leen, na zijn dood over te gaan op zijn zoon  Jacob Coster van Galisse, en diens nakomelingen",De Fremery no 281/Bijdragen jg 1914 bl 71,,,,
1070059,1708-04-11,Gallas,"gedoopt te Delft, Nieuwe Kerk: Eduard Gallas, vader Eduard Gallas",DTB Delft,,,,
1070060,1770~1800,Gallé,mr François Jacob Gallé was op het eind van de 18e eeuw advocaat te 's Gravenhage,"Jongewaard bl 268, 260",,,,
1070061,1393-10-10,Galo,"Jan Symonsz, Pieter Gubberghenz en Andries Hughenz verklaren als scheidslieden dat Hughe Vrankenz aan het kapittel van St Pancras te Leiden overgedragen heeft een rente van 3 £ 2sc en 6 penninge Holl, verzekerd op de helft van 24 morgen land aan de Rijpeweteringhe in Bloemenvenne, ter voldoening aan het testament van Michiel van der Heyde en Ave Wouter Symon Galenzdochter, waarvoor het kapittel de in dit testament besproken memoriediensten zal houden, met 3 zegels van de scheidslieden",Inv Arch Kerken Leiden Inv no 690 regest 1412,,,,
1070062,1398,Galo,jvr Baertout van Haesbroec door de graaf van Holland beleend met Haesebroeck. Vermeld haar neef Dirc van Haesbruec; zij was gehuwd met Dirc van Bakenesse,~,,,,
1070063,1409,Galo,"de abt van Egmond beleent Dirc van Haesbruec met landen te Wassenaer, tussen de grafelijkheids wildernisse, Clingenslote, Heynric Willemsz en Aernt Boemgaert",~,,,,
1070064,"1162, 1168, 1174",Galo,"1162-08-28: genoemd in een akte van graaf Floris III Simon Galo; 1168-02-27: verdrag tussen Floris II en graaf Philips van Vlaanderen, genoemd Simon Galo; 1174-10-03: graaf Floris V is de enige advocaat van Egmond, genoemd Simon Galo en zijn broer Nicolaus","v.d. Bergh I no 143, 147, 149",,,,
1070065,1130-1161,Galo~,"aanwinsten van de abdij Egmond onder abt Wouter in Velsen: - abbas Walterus emit ab Everwacchero filio Galonis de Haerlem pascuam duodecim vaccarum, quae jacet in Astbroeck, in Velserebruch et inter rivulum qui dicitus Mere;  -boven Ghaghemade heer Ysbrand zoon van Galen een viertel a Wilhelmo Guls, duodecim vaccarum in Astbroke, quae fuit Everwachero filius Galonis; - Ansfridus, famulus suus, emit unam fiertellam prati in Astbroeke super Adrikem; - emit ab Hathewa Wilhelmi uxore Hugonis pascuam duarum vaccarum, quam emerat ab Everwacchero filio Galonis","Bijdr Hist Gen 1914: 32, 33",,Velsen,,
1070066,1312-11-18,"Gameren, van","voor schepenen in Santbomel verkoopt Brustinus de Gammeren voor 200 £ aan Henricus de Vico [van Wijk], commorans Bomel, huis en erf in Gammeren met 9 jugera, tussen erven Arcus en land van sacerdotis de Gameren",Cartul Marienweerd no 144,"borgen: Jacobus Magnus de Nywel, Everardus zoon van Heyle de Nywel",,,
1070067,,"Ganekle, van","heer Goyart van Ganekle in het Stift Munster, dochter …. van Ganekle x Frederik heer tot Reede",Batavia Illustrata bl 862,,,,
1070068,1333-05-02,Gans,"voor Arnoldus van Hoesden en Wolterus Scaep, schepenen in Sandbomel, verkopen Arnoldus zoon van Nicolaas uten Werden en zijn zoons Nicholaus en Johannes voor 40 £ huis en erf te Bomel aan Henricus de Werva senior, gelegen tussen Johannes Coman Gans, Rodolphus Puyloghe aan de ene zijde en Henricus Taetsken, Nicolaas zoon van Ghesen, Johannes dictus Houtsnider, Mechtilde Gruyster aan de andere zijde; op 1335-08-01 overgedragen aan Marienweerd",Cartul Marienweerd no 414,"borgen: Henricus Wert, Jacobus uten Werde",,,
1070069,1699-10-21,Gans,"stierf Cornelis Gans, raad en president schepen te Den Bosch, genoemd zijn zoon Cornelis Gans","Navorscher 1852: 132, 165",,,,
1070070,1335-06-22,Gansdood,"Didderic Wolf Jansz van Hokelem, Ghibeken Gansdoet, schepenen in Beesd; idem: 1335-06-22, 1336-06-06, 1336-11-24, 1345-05-10",Cartul Marienweerd no 428,,,,
1070071,1338-01-17,Gansdood,voor schepenen in Beesd verkopen Peter Hubrecht en zijn vader Ghijsbrecht die Grote aan Marienweerd ruim 13 morgen land in het Vorste broec van Beesd,Cartul Marienweerd no 458,"borgen: Brustiaen die Grote, Acrijn Jansz, Ghijsbrecht Jans Grotenz van Zulinchem, Florans van Zantwijc die jongher, Ghijsbrecht Gansdoet",,,
1070072,1338-03-22,Gansdood,"Hubrecht Meusz en Ghysbrecht Gansdoet, schepenen in Beesd",Cartul Marienweerd no 464,,,,
1070073,1650-07-01,"Gansepoel, van","Lambert Jansz Cocq van Bremen heeft zijn poortereed gedaan, getrouwd met Maria van Gansepoel, poorteresse van Amsterdam",Behuwde Poorterboek Amsterdam fol 44,,,,
1070074,1651-03-13,"Gansepoel, van","Michiel Andriesz van Stierenkugh, suyckerbacker, heeft zijn poortereed gedaan, getrouwd met Catharina Gansepoel, dochter van Jan van Gansepoel, makelaar en poorter van Amsterdam",Behuwde Poorterboek Amsterdam fol 66,,,,
1070075,1714-11-21,Gansevoort,"Arnold Pruijn, gedoopt 24-05-1688 in de Holl kerk x 21-11-1714 met Catrijna Gansevoort, dochter van Harmen Harmense (bierbrouwer in Albany ± 1660) en Maria, dochter van Leonard Conijn","Ned Leeuw jg 1897 p 137, 1900 p 85/Geslacht Pruijn in VS",,,,
1070076,"1634, 1637, 1651, 1660, 1665, 1661, 1667",Gansneb Tengnagel,"lid van het St Jorisgilde te Harderwijk: 1634: Johan Gansneb genaamd Tengnagel; 1637: Otto Gansneb Tengnagel; 1651, 1660, 1665: Otto Gansneb genaamd Tengnagel (ook gildemeester); 1661: Reiner Gansneb gen Tengnagel, 1667: idem gildemeester","Wapenheraut jg I: 60, 108",,,,
1070077,1672,Gansneb Tengnagel,"Adriaen Jansz Gansneb Tengnagel en Michiel Gansneb Tengnagel, te Naarden, vragen de Staten van Holland venia aetatis",Index J.A. Jaeger p 25,,,,
1070078,1290-12-21,"Gaper, de","Margaretha weduwe van Everard, haar dochter Hiskin en zoon Gerardus Gaper verkopen voor 50  £ Leuvens aan de abdij Marienweerd land met huis en berg te Enspijk, belend ten oosten: Marienweerd. Gerardus Groteghene en Everardus de Ambersoyen doen afstand van alle verband op gezegde goederen ter zake van een borgtocht voor 9 £  jaarlijks die zij aan Marcelis van Tuyl, ridder, verschuldigd zijn",Cartul Marienweerd no 99,borg: Henricus zoon van Baudekinus de Enspijk,,,
1070079,1251-05-06,"Gapinge, van~","Floris van Holland verkondigt de uitspraak van scheidslieden tussen de abdis van Rijnsburg en Symon Wilhelmusz van Vlissinghe, Thomas Willenz de Hostcapple, Hugo zoon van Hellicus de Gapinghe en Nicholaus Jansz over de grenzen van zeker nieuw land",v.d. Bergh I no 542,,,,
1070080,1410~,"Garderen, van","leenregister Culemborg: - Herdberen van den Wale een halve hoeve land te Scalcwijc, belend boven: Dirc Hul, beneden: Jan van Gerderen",Leenregister Culemborg fol 6,,,,
1070081,1407,Gardijn,"1407: Johan Gardijn, ridder; Adriaan du Gardijn, burgemeester van Alkmaar, dochter Rensburg du Gardijn x Johan van Egmond van der Nyenburg, geboren 1579, overleden 1621","Batavia Illustrata bl 1197, 961",,,,
1070082,1552,"Gastel, van~","Lenart Airtsz van Gazel, schepen van St Geertruidenberg",De Raadt I p 477,,,,
1070083,1329-12-05,"Gasthuse, uten","Margriete weduwe van Aelbrecht uten Gasthuse, met haar vader Jan de Zasse, haar gekozen voogd, draagt over aan kerkmeesters van Beesd, Ghysbrecht Gysselenzn en Florans Jansz, tbv Marienweerd ""eene hofstat die leecht te Beesde tussen den gasthuse ende tusghen Gherbrande van Beesde"" en 1½  morgen in de hornic tussen Hubrecht Meusz en zijn broer Gheraet ",Cartul Marienweerd no 348,,,,
1070084,1364,Gastmolen,"Arnould van Herlaer, heer van Ammersoyen, reçoit du Brabant une rente féodale, par Guillaume Gastmolen, écoutète de Bois le Duc",De Raadt II p 70,,,,
1070085,"1374, 1388",Gastmolen,"Maes Gastmoldersz, jadis prisonnier à Basweiler, dans l'armée brabanconne; 1388: Thomas Gaestmolen reçoit une indemnité du chef de la bataille de Basweiler, pour lui même et feu son père Guillaume Gaestmolen du temps que celui-ci était écoutète de Bois-le-Duc",De Raadt I p 477,,,,
1070086,,"Gavre, de","stamreeks Guido dominus de Chievre et du Sart x Ida; ± 1240: Raso de Gavere, heer van Liedekerke x Sophia dochter van Walterus dominus de Enghien en Maria van Rethel; Raso de Gavre x Alicia de Breda (1291)","Miraeus Codex Dipl I p 678, 448, 776",,,,
1070087,1285-03-01,"Gavre, de","Raso heer van Gavre en Breda verbindt zich om de hertog van Brabant op reis naar Arragon te dienen, voor 3000 £ tournoizen",Noordbrabantse Charters bl 47,,,,
1070088,1287-06-22,"Gavre, de","na de dood van Arnoud van Leuven wordt het land van Breda gelijkelijk verdeeld tussen Gerardus de Wesemale en Raso heer van Gavre, Liedekerke, die de stad Breda met de lenen tot het land van Breda krijgt",Noordbrabantse Charters bl 49,,,,
1070089,1290-01-15,"Gavre, de","Raso van Gavre heer van Liedekerke en Breda geeft aan de abdij van Dunes tolvrijheid op de Hont met toestemming van zijn zoon Raso van Liedekerke heer van Boenlaer en van Arnoud van Valkenesse, Colien Willemsz van Stapele, Jan Kempenz, Arnoud  Wittenz, Dankart Stollard [Schellaert?], Henric van der Hille, Willem  Willemsz, Ghiselbrecht van Ossendrecht, Wolfaerd Bertoensz, Arnoud Arnoud Belardsz, Kempe Pieter Belardsz, Arnoud Wouter Belardsz",v.d. Bergh II no 687,,,,
1070090,1299-03-04,"Gavre, de","Guy van Vlaanderen ontslaat Jan van Holland, hem manschap te doen wegens Zeeland bewester Schelde",v.d. Bergh II no 1057,"getuigen: Herarde van Beverne, borchgrave van Dixmude, Arnoude van Oudenarde, Rasse heer van Liedekerke en Breda, Gherarde van Sottenghen borchgrave van Gent, Willem van Mortaenge heer van Dossemer, Woutre van Nevele borchgrave van Kortrijk, Jan van Scorense, Philips van Axele, Roegiere van Ghistele, Gheraerde den Moor, heer van Wessenghem, Philips van Maldenghem, Janne van Roden heer van Inghelmoinstre",,,
1070091,1299-08-26,"Gavre, de","Rase van Gavere heer van Liederkerke en Breda, blijft de graaf van Holland borg voor: Kayten, Willem Loverdey, Wissen Kaytenz en meer anderen",v.d. Bergh II no 1079/Van Mieris I 607,,,,
1070092,1299-09-26,"Gavre, de","Rase van Gavere, heer van Liedekerke en van Breda, Jan van Liedekerke, heer van den Eygghen, Florens van Barsele, Jan van Cruyninge, Rase van Barsele, ridders; Gherard van Liedekerke, knape, blijven de graven van Holland en Henegouwen borg voor Janne van Barsele en voor Pieter zoon van heer Florens van Barsele, en beloven hen beide dood of levend in 's graven gevangenis te brengen","v.d. Bergh II no 1081, 1084",,,,
1070093,1340-04-02,"Gavre, de","vermeld als eventuele arbiters tussen Philips van Wassenaer burggraaf van Leiden en ver Justine Willem de Gauwersdochter: Arente van Gavere, Tielman de Moelnair, Raisse van Liedekerke, Jan de Moilnair",Bijdr Hist Gen jg 1901 bl 133,,,,
1070094,,"Gavre, de","genoemd: Anna van Gaveren van Liefringen x Philips van Leefdael, 16e eeuw; Charles van Gavre ; Nicolas de Gavre, heer van Peer; Jan van Gaveren x Walravine van Brederode, overleden 1500, begraven te Haarlem, 2 dochters","Batavia Illustrata bl 1006, 1151, 1066, 888",,,,
1070095,1500~1600,Geelvink,"Johan Geelvink x Agatha van Outhoorn, kinderen",Batavia Illustrata bl 1046,,,,
1070096,1407-09-26,Geen,hertog Willem vergeeft hun breuken aan hen die door heer Gerrit van Heemskerk als baljuw van Amstelland en Waterland verbannen zijn: o.a. Heyntgen Heynenz en zijn zoon Geriit Geen,Rechtspraak Graaf van Holland I p 198,,,,
1070097,1640-08-23,Geenhuijsen,"losrenten kantoor Enkhuizen: verschijndag 09-03, Claes Claesz Geenhuijsen fl 200 - fl 8; 1642-05-30/06-16: Claas Claasz Geenhuysen fl 400 - fl 16",Arch. Gecomm Raden Noorderquartier Inv no 51,,,,
1070098,1316,"Geenhuizen, van","afterstal van renten van Delfland: in Dycshorne van Gherid van Gheenhusen 21 sc 2d 1 ort, Gherid Yevenz 27sc 4 ½ d","Rek Hen Huis I p 99, 100",,Haarlem,,
1070099,1259-02-22,Geer,"grafelijk leen in Rijnland: no 282) Aleid voogdes van Holland bevestigt de abdij Rijnsburg in het bezit van de goederen haar vroeger door gravin Petronella en anderen geschonken: 1) de broers Ogier en Arnout alias Geir, conversen in Rijnsburg, land van hen afkomstig tussen Lisse  en Vlodorp, 2) land afkomstig van Lysekine in Lisse en Hilsebroek, behalve het veen in het broek, genaamd Hiltesebroek, strekkende van het bos van Hillegom tot de meer, 11 roeden breed; 1259-01-22: heer Dirc van Teylingen in ruil met abdis en convent van Rijnsburg om no 282)",v.d. Bergh II no 51/Ons Voorgeslacht 07/08-1988 p 334,,,,
1070100,1611-01-22,"Geer, de","huwelijk Amsterdam op akte van Joannes Poliander predikant te Dordrecht: Hans van der Voort Paulusz, wonend in de Kalverstraat en Marie Luijs de Geersdochter van Luijk, wonend te Dordrecht",G.A.Amsterdam DTB 762a fol 143v,,,,
1070101,1281-1284,"Geer, van de","lenen ten tijde van Floris V: 38) Didderic van den Ghere, in het gerecht van de burggraaf 6 morgen land [Vennep, een eiland in het Haarlemmermeer, Calslagen]; no 37) Gerart Luitghardenz, in Leyderdorp ambacht 5 morgen",De Fremery no 228,,,,
1070102,1342-04-25,"Geer, van de","Steven van den Gheer, neef en ""man"" van Allard van Buren, draagt aan hem op: - 15 morgen 3 hont en 8 scaft in het gericht van Malsen, tussen Marienwaarden heer Jans erfnesse van Wye [Wijhe], en tussen de gemene wetering van Ravenswade en van Asch en tussen de wetering tussen Trichtervelt en Malsenrevelt, - een hofstad en een stuk land daaraan in Malsen, tussen kerkenland van Malsen en de erfgenamen van Neude van der Steghe; zijn neven: Willem die Ridder en Stevensz van den Gheer doen afstand; door hem in volle eigendom geschonken aan de abdij ten overstaan van Ghijsbrecht Henricsz, rechter te Malsen, Jan heer Aerntsz, Willam Raven, Dideric van den Melcwert, Hannoet die Wever, als ghebure","Cartul Marienweerd no 512, 513","mannen: Otto van Buren, onze oude oom, Hac van Malsen, onze neef, Gysbrecht heren Otten van Zoelen, onze neef, Gysbrecht Henricsz, richter tot Malsen, Eghen Dircsz, onze mannen; Jan heer Arentsz, Willem Raven, Didderic van den Melcwert, Hannoet die Wever, als ghebure",,,
